before,after,paragraphIndex,annotation,sentences
,0,0,HT,"Ioana Cristina Goicea (born 6 November 1992 in Bucharest, Romania) is a Romanian-born violinist."
,0,1,N,
,1,1,N,
,2,1,HT,"She studied at the Music Universities in Leipzig, Rostock and Hanover with Mariana Sîrbu, Petru Munteanu and Krzysztof Wegrzyn."
,3,1,HT,"Goicea has performed in Europe, America, New Zealand, Australia and Asia at concert venues such as the Concertgebouw Amsterdam, St Martin-in-the-Fields London, Melbourne Recital Centre, Romanian Athenaeum, Shanghai Concert Hall, the Slovak Philharmonic and the Townhall Auckland."
,4,1,HT,"As a soloist she has performed with the Belgian National Orchestra, the Auckland Philharmonia, the George Enescu Philharmonic Bucharest, the National Radio Orchestra Bucharest, the Indianapolis Symphony, the Antwerp Symphony Orchestra, Orchestre Royal de Chambre de Wallonie, the Beethoven Orchestra Bonn and the Baden-Baden Philharmonic."
,5,1,N,
,6,1,HT,"In 2015, together with pianist Andrei Banciu, she won Second Prize at the International Competition “Premio Trio di Trieste”."
,7,1,HT,In 2016 she participated in the Chamber Music Academy of the Heidelberger Frühling Music Festival.
,8,1,HT,In 2017 she was invited to the Hitzacker Festival and its Academy.
,9,1,HT,In 2018 she took part in the Verbier Festival Academy.
,10,1,HM,"Ioana Cristina Goicea plays a G.B. Guadagnini Violin (Parma, 1761), on loan from the German Music Instrument Fund – Deutsche Stiftung Musikleben."
,11,1,HM,Her debut CD „Recital“ together with pianist Andrey Gugnin was released in early 2019 on New Zealand's Atoll Records Label.
,0,3,N,
,1,3,N,
,0,6,N,
,1,6,N,
,0,7,N,
,1,7,N,
