before,after,paragraphIndex,annotation,sentences
,0,0,HT,"Luca Gianquitto (Italian pronunciation: [ˈluːka dʒaŋˈkwitto]; born 29 September 1978 in Naples, Italy) is an Italian guitarist and music composer living in Amstelveen, Netherlands."
,0,2,N,
,1,2,HT,In 2005 he was recognised among the “New Italian Jazz talents” by Chicco Bettinardi commission and in the same year he signed off a contract with Wide Sound releasing the instrumental album My Big Room.
,2,2,N,
,0,3,N,
,1,3,N,
,2,3,N,
,0,4,N,
,1,4,N,
,0,5,HT,"In 2014 he published the treaty of harmony “Le scale napoletane nel jazz” (JazzItalia), academically considered a valuable contribution to musicological research."
,1,5,HT,"In 2013 Luca founded LG Guitar School – Amstelveen (NL), a music institute that today (2017) counts a team of 8 music teachers and about 150 guitar and piano students."
