before,after,paragraphIndex,annotation,sentences
,0,0,HT,"Mark William Bedford (born 24 August 1961), nicknamed Bedders, is an English musician, songwriter and composer."
,1,0,HT,Bedford came to prominence in the late 1970s as the bass guitarist for the English ska band Madness.
,0,2,HT,"Mark Bedford was born on 24 August 1961, in Islington, London, England."
,1,2,N,
,2,2,N,
,3,2,N,
,4,2,HT,Bedford attended William Ellis School in Kentish Town and met members of the North London Invaders at one of their gigs.
,5,2,N,
,6,2,HT,"Bedford was friends with the Invaders' drummer Gary Dovey, but after a confrontation with saxophonist Lee Thompson, Dovey left the band."
,7,2,N,
,0,4,HT,"Although not a major songwriter in Madness, Bedford co-wrote one of the band's more emotive songs ""One Better Day"" with Suggs."
,1,4,N,
,2,4,HT,"The only song he wrote entirely on his own was ""Mummy's Boy"", which appeared on the band's debut album One Step Beyond...Bedford played double bass on Robert Wyatt's recording of the Elvis Costello song ""Shipbuilding"" in 1982."
,3,4,HT,"After Madness split for the first time in 1986, Bedford played bass with Voice of the Beehive, and in 1991 played bass on Morrissey's second studio album Kill Uncle."
,4,4,N,
,5,4,N,
,6,4,N,
,7,4,N,
,0,5,HT,"Bedford's stage performances with Madness became more sporadic after 2009; he did not tour with the band in Australia in the early part of that year, though he did feature as a full member of the band on their album The Liberty of Norton Folgate released that May."
,1,5,N,
,2,5,N,
,3,5,HT,"""Bedford took no part in the recording of Oui Oui, Si Si, Ja Ja, Da Da but he appeared in a TV advert with the group, promoting a popular beer."
,4,5,N,
,5,5,N,
,0,6,HT,"Since 2011, Bedford has been part of The Lee Thompson Ska Orchestra, a band he put together with Madness saxophonist Lee Thompson."
,1,6,HT,The Lee Thompson Ska Orchestra released their debut album The Benevolence of Sister Mary Ignatius in 2013.
,2,6,HT,"They released a single ""Fu Man Chu"" featuring Bitty McLean from this album, and in February 2014, released a second single ""Bangarang"" featuring Dawn Penn and Sharon Shannon."
,3,6,HT,"The NJE, a new band with Terry Edwards, released the album Afloat in 2017."
,0,8,HT,"In 1987, Bedford started a relationship with Cressida, his long-term partner."
,1,8,N,
