before,after,paragraphIndex,annotation,sentences
,0,0,HT,"Rao Sahib  Pandithar (Tamil: பண்டிதர், 2 August 1859 – 31 August 1919) was a Tamil musicologist, composer and a traditional medicine practitioner from Sambavar vadakarai of Tirunelveli District (That day Kollam district), who is celebrated for his patronage of numerous Tamil musicians and his influential studies concerning the origins and evolution of traditional Tamil music."
,0,2,HT,"Abraham Pandithar was born in Sambavar Vadakarai near Surandai in Tirunelveli district to a Tamil Christian family, the son of Muthusamy Nadar and Annammal(maruthuvar/pandithar) community."
,1,2,HT,"He studied at the CVES Normal Teachers Training School at Dindigal and in 1876, became a teacher in the same college."
,2,2,N,
,0,3,HT,"In 1879, he went to Suruli hills to research herbs growing there."
,1,3,N,
,2,3,HT,After completing his studies he went to Tanjore and worked as a Tamil teacher in Lady Napier Girls School.
,3,3,N,
,4,3,HT,"In 1890, he left his teaching job to do research on medicine full-time."
,5,3,HT,He started a farm outside Tanjore for growing medicinal plants.
,6,3,N,
,7,3,N,
,8,3,HT,He also started a clinic - the  Karunanidhi Medical Hall at his residence in Tanjore.
,9,3,HT,"In 1909, the colonial government awarded him the ""Rao Sahib"" title."
,10,3,HT,"In 1911, Gnanavadivu died and Pandithar married Bhagyammal."
,11,3,HT,"The publication of Silapathikaram by U. V. Swaminatha Iyer in 1892, made Pandithar interested in Tamil music and he started studying it."
,12,3,N,
,13,3,N,
,14,3,HT,He established the Sangeetha Vidhyalaya Mahajana Sangam - a music association and organised six music conferences during 1912–1914.
,15,3,HT,"In 1917, he published his research into Tamil music as Karunamirdha Sagaram, a 1346-page book, that remains a seminal work in the field till today."
,16,3,N,
,17,3,N,
,18,3,HT,He attended the All India Music Conference held at Baroda in 1916 and presented his research there.
,0,7,N,
,1,7,N,
,2,7,N,
