before,after,paragraphIndex,annotation,sentences
,0,0,HM,"Shiena Nishizawa (西沢 幸奏, Nishizawa Shiena, born February 23, 1997), also known by her stage name Exina (stylized as EXiNA), is a Japanese pop rock singer from Saitama, signed to Sacra Music under Sony Music Entertainment."
,1,0,N,
,2,0,N,
,0,1,N,
,1,1,N,
,2,1,HT,She has also appeared at anime events in Europe and Asia.
,3,1,HT,"In April 2017, she opened her official fanclub Face to Face."
,4,1,HT,"In July 2019, she began to use her new stage name Exina, and she moved to Sacra Music under Sony Music Entertainment."
,0,3,HT,"Nishizawa was born in Saitama Prefecture on February 23, 1997."
,1,3,N,
,2,3,HT,"In 2014 while still in high school, she won the Grand Prix in the first FlyingDog Audition, beating 3,000 other candidates."
,0,5,HT,"She released her debut single ""Fubuki"" (吹雪, Snow Storm) on February 18, 2015; the song is used as the closing theme to the 2015 anime series Kantai Collection aka KanColle."
,1,5,HT,She then appeared at Animelo Summer Live in August 2015.
,2,5,HT,"Her second single ""Brand-new World / Piacere"" (ピアチェーレ) was released on November 11, 2015; ""Brand-new World"" is used as the first opening theme to the 2015 anime series The Asterisk War, while ""Piacere"" is used as the closing theme for the original video animation (OVA) Aria the Avvenire."
,3,5,HT,"Nishizawa made her first overseas appearance in Düsseldorf, Germany, at the DoKomi anime convention in April 2016."
,4,5,HT,"Her third single ""The Asterisk War"" was released on May 25, 2016; the song is used as the second opening theme to The Asterisk War."
,5,5,HT,"Nishizawa's fourth single ""Kikan"" (帰還, Return) was released on November 23, 2016; the song is used as the theme song to KanColle: The Movie."
,6,5,HT,"Nishizawa's debut album Break Your Fate was released on March 15, 2017."
,7,5,HT,"Her official fanclub, named Face to Face, opened in April 2017."
,8,5,HT,"She appeared at Anime Festival Asia Indonesia in August 2017, Cosplay Mania in the Philippines in October 2017, Anime Festival Asia Singapore in November 2017, and C3 AFA Hong Kong on February 11, 2018."
,9,5,HT,"Her fifth single ""Love Men Holic"" was released on February 21, 2018; the song is used as the closing theme to the 2018 anime series Ms. Koizumi Loves Ramen Noodles."
,10,5,HT,"Nishizawa's digital single ""Meteor / New Generation"" was released on June 27, 2018; both songs are used as insert songs in the 2018 anime series Last Hope."
,11,5,HT,"In June 2018, after returning to Singapore in June 2018 for the Natsu Rock concert event, Nishizawa made an appearance at Penang Anime Matsuri in Malaysia in July 2018, and at Otakuthon in Montreal, Canada in August 2018."
,12,5,HT,She returned to AFA Singapore in December 2018.
,13,5,HT,"On July 9, 2019, she began to use her new stage name Exina, and she moved to the Sacra Music record label under Sony Music Entertainment Japan."
,14,5,HT,"Her first mini album under her new stage name, XiX, was released on August 21, 2019."
,0,7,N,
,1,7,N,
,2,7,N,
,3,7,N,
,4,7,N,
,5,7,N,
,6,7,N,
,7,7,N,
,8,7,N,
,9,7,N,
,10,7,N,
,11,7,N,
,12,7,N,
,13,7,N,
,14,7,N,
,15,7,N,
,16,7,N,
,17,7,HT,"The song ""Gemini"" is meant to represent a fantasy world, while the song ""Feel This Moment"" was meant to serve as her anthem for her live performances."
,18,7,N,
,19,7,N,
,20,7,N,
,21,7,N,
,0,9,N,
,1,9,N,
,2,9,N,
