before,after,paragraphIndex,annotation,sentences
,0,2,HT,"Born in Boulogne-Billancourt, Béra-Tagrine learned to play the piano from the age of 3 1/2 under her mother's direction, pianist Nadia Tagrine."
,0,3,HT,"At eleven years old, finishing her schooling with a 1st prize at the Schola Cantorum de Paris in the class of Nadia Tagrine, she entered the Conservatoire de Paris in the specialized solfeggio class of Berthe Duru where she obtained a 1st medal."
,1,3,N,
,2,3,HT,"This prize offered her the opportunity to play at the Salle Pleyel in Paris as soloist with the orchestra of the ORTF, under the direction of Pol Mule."
,0,4,HT,"The year she turned twelve, she was unanimously awarded the Prix d'honneur at the Léopold Bellan national competition and a few months later entered first nominated in the Conservatory's higher piano classes of Lucette Descaves."
,1,4,N,
,2,4,N,
,0,6,N,
,1,6,HT,"The same year she was received at the Conservatory in cycle of perfection of piano (class of Ventsislav Yankov, assistant Nadia Tagrine) and chamber music (class of Jean Hubeau)."
,2,6,N,
,0,7,N,
,0,12,HT,1981 - Grand prix Bruce Hungerford at the Young Concert Artists in New York city - (USA)
,0,14,HM,"1983 - 3rd grand prix of the Chopin competition of Majorca (Spain)Married since 1979 to Bertrand Mercier, a Polytechnician engineer and Doctor of Science, she spent 25 years as an international concert performer, mother of four children and teacher."
,0,15,N,
,0,16,N,
,1,16,N,
,0,18,N,
,0,21,N,
,1,21,N,
,2,21,N,
,3,21,N,
,4,21,N,
,5,21,N,
,0,22,N,
,1,22,HT,Edgard Feder - France-Amérique – (New York city)
,0,23,N,
,1,23,N,
,0,24,N,
,1,24,HT,"In 1979, her performance of Beethoven's Piano Concerto No.3 at the Palais des Festivals in Cannes left the audience with an extraordinary impression of technical quality, combined with surprising intelligence, authority and depth."
,2,24,HT,"Four years later, it is still with Beethoven that she conquered Montreux."
,3,24,N,
,4,24,N,
,0,26,HT,1982 - 33rpm: Chabrier - Fauré - Ravel - Satie - Milhaud (Pianissime.)
,0,28,HT,1992-2000 - CD: Scriabine: 3 pièces op 2 - Intégrale des mazurkas op 3-4 études op 8.
,1,28,N,
,0,29,HT,1994 - CD Ravel: Gaspard de la nuit - Sonatine - Jeux d'eau - Oiseaux tristes.
,1,29,N,
,0,30,HT,"1995-2000 - CD ""Piano-Passion"": pièces diverses: Schubert - Chopin - Schumann - Liszt - Mendelssohn - Pierné - Scriabine."
,1,30,N,
