before,after,paragraphIndex,annotation,sentences
,0,0,HT,"Sandra Riley Tang (born December 25, 1990), known mononymously as RRILEY, is a Singaporean artist and musician who made her debut into the industry back in 2012 as a founding member of popular local pop quartet The Sam Willows."
,0,2,N,
,1,2,N,
,2,2,N,
,3,2,HT,"She has co-hosted on Michael Bolton’s reality show “Bolt of Talent” in August 2017, which aired on Fox Live Asia and even performed a duet with the award-winning singer at his concert that same year."
,4,2,HT,"In 2018, she paired with Canadian pop artist Daniel Powter, to perform a duet for the Singapore President’s Star Charity."
,5,2,HT,"In 2019, she released her debut solo single ""Burn"" as RRILEY, which has since taken over the airwaves and flaunts a considerable amount of the singer’s various musical influences, while also offering an ample first glimpse into her capabilities as a solo artist."
,6,2,N,
,7,2,N,
,8,2,N,
,9,2,N,
,10,2,N,
,11,2,N,
,12,2,HT,"On August, she released her debut EP, ""Alpha"", which includes a track with Zamaera called ""Fire""."
,0,4,N,
,1,4,HT,"On 2015, The singer co-founded local yoga studio ""The Yoga Collective"" and pursued Evolve MMA in the form of Brazilian Jiujitsu, earning herself a blue belt in 2018."
,2,4,N,
