before,after,paragraphIndex,annotation,sentences
,0,0,HT,"Lucas Abela (born 7 May 1972), also known by the stage name Justice Yeldham, is an Australian noise musician."
,1,0,N,
,2,0,N,
,3,0,N,
,4,0,N,
,5,0,HM,Abela began his music career in Sydney in the 1990s as a DJ and turntablist.
,6,0,N,
,7,0,N,
,8,0,HT,"Abela discovered the musical potential of glass in 2003 when he found broken glass among building rubble in Chippendale, Sydney."
,9,0,N,
,10,0,N,
,11,0,N,
,12,0,N,
,13,0,N,
,14,0,N,
,15,0,N,
,16,0,HM,"""In 2017, Justice Yeldham began collaborating with American experimental hip hop group Death Grips, with member Zach Hill describing the Australian as a ""genius""."
,17,0,N,
