before,after,paragraphIndex,annotation,sentences
,0,0,N,
,1,0,N,
,2,0,N,
,3,0,N,
,4,0,N,
,5,0,N,
,0,3,N,
,1,3,HT,The relationship began in 1975 when Farris was located Nashville.
,2,3,HT,He was playing with his band in an Atlanta hotel lounge when James Brown came in and heard them play.
,3,3,N,
,4,3,HT,"During the course of his involvement with Brown, in the 1970s, when Muhammad Ali was having his first fight with Leon Spinks,  Farris and the band were invited to Ali's suite after a sparring session and spent 2 hours talking to him."
,5,3,N,
,6,3,N,
,7,3,HT,"After spending eight years with Brown, Farris quit after a series of bad experiences and stayed away for seven years."
,8,3,HT,He would return to the band after Brown was released from prison and stay with him for another sixteen years.
,9,3,HT,"By 2007, Farris had spent 20 years in that role."
,10,3,HT,Ferris's musical relationship with Brown lasted until the singers passing.
,0,5,HT,"In 1988, he was a member of Steve Winwoods backing band that also featured saxophonist Randall Bramblett, guitarist Anthony Cranford, drummer Russ Kunkel, keyboardist Mike Lawler, backing vocalist LeAnn Phelan, and bassist Michael Rhodes."
,0,6,HT,Farris appeared in the 1989 Roll with It music video by Winwood.
,1,6,HT,"In 2007, he was a member of Joss Stone's backing band."
