before,after,paragraphIndex,annotation,sentences
,0,0,HT,"Maaya Sakamoto (坂本 真綾, Sakamoto Maaya, born March 31, 1980) is a Japanese actress, voice actress and singer."
,1,0,HT,"She made her debut as a voice actress in 1992 as the voice of Chifuru in Little Twins, but is better known as voice of Hitomi Kanzaki in The Vision of Escaflowne."
,2,0,HT,"Other major roles in anime include Leila Malcal in Code Geass: Akito the Exiled, Jeanne d'Arc in Fate/Apocrypha, Shiki Ryōgi in The Garden of Sinners, Riho Yamazaki in Nightwalker: The Midnight Detective, Moe Katsuragi in Risky Safety, Princess Tomoyo in Tsubasa: Reservoir Chronicle, Haruhi Fujioka in Ouran High School Host Club, Sayaka Nakasugi in Birdy the Mighty, Ciel Phantomhive in Black Butler, Shinobu Oshino in Monogatari, Merlin in The Seven Deadly Sins, Motoko Kusanagi in Ghost in the Shell: Arise, Quinella in Sword Art Online, and Echidna in Re:Zero − Starting Life in Another World."
,0,1,N,
,1,1,N,
,2,1,N,
,0,2,N,
,1,2,HT,"She released her debut single ""Yakusoku wa Iranai"" in collaboration with Yoko Kanno under Victor Entertainment on April 24, 1996."
,2,2,N,
,3,2,N,
,4,2,N,
,0,4,HT,"Born in Tokyo, Sakamoto grew up in a family formed by her parents and her older brother."
,1,4,HT,She started working as a voice actress in a very early age and the first leading role she was given was in the 1993 OVA Little Twins.
,2,4,HT,"In 1996, she was given the role of Hitomi Kanzaki, the leading role in the TV anime series The Vision of Escaflowne."
,3,4,HT,"For this anime she also performed the opening theme, which was released as her debut single on April 24, 1996."
,4,4,N,
,5,4,HT,"Her first album, titled Grapefruit, was released on April 23, 1997."
,6,4,HT,"Since then, Sakamoto would perform theme songs for several anime series, including Clamp School Detectives (1997), Record of Lodoss War (1998) and Cardcaptor Sakura (1999)."
,7,4,N,
,8,4,HT,"Since her debut, Sakamoto worked almost exclusively with Kanno and company for almost a decade."
,9,4,HT,"Apart from her work as a voice actress and singer, in October 1996 Sakamoto also debuted as a radio host presenting her own program, Sakamoto Maaya no Naisho-banashi, on radio station Nack 5."
,0,5,N,
,1,5,HT,"This year she also starred in her first TV drama Suekko Chounan Ane San-nin, and also played the leading role in the short film 03† directed by Hidenori Sugimori."
,2,5,N,
,3,5,HT,"Her fourth album, Shōnen Alice, released on December 10, 2003, became her first Top 10 album on the Oricon charts and also her last record to be produced exclusively by Yoko Kanno; since this release Sakamoto would involve further in the music making process and production of her records."
,4,5,HT,"Her fifth album, Yūnagi Loop, released on October 26, 2005, was her first co-produced by herself along with musician Mistuyoshi Tamura, whom she would continue working in her subsequent records."
,5,5,N,
,0,6,HT,"In 2008, Sakamoto and worked once again with Yoko Kanno for her 15th single, ""Triangler"", which was used as opening theme for the TV anime series Macross Frontier."
,1,6,N,
,2,6,N,
,3,6,HT,"The song was later included in Sakamoto's sixth album, Kazeyomi, which was released January 2009 and also peaked within the Top 3."
,4,6,HT,"For promoting this album, Sakamoto began her first low-scale national tour, on which she held three concerts in Nagoya, Osaka and Tokyo."
,5,6,HT,"The tour was later released as her first live DVD on August 11, 2011."
,0,7,N,
,1,7,HT,"also in 2010, Sakamoto was playing the role of Ritsuko Nonomura in Japanese musical adaption of the South Korean movie A Moment to Remember, along with Rina Chinen and Rina Uchiyama (best known for starring in Strawberry on the Shortcake, Good Luck!!, Fire Boys, Memories of Matsuko)."
,2,7,N,
,3,7,N,
,4,7,N,
,0,9,HT,"Sakamoto first teamed up with composer Yoko Kanno in her 1996 debut single, ""Yakusoku wa Iranai"" (""Promises Not Needed""), which was used as the opening theme for the anime series The Vision of Escaflowne."
,1,9,N,
,2,9,N,
,3,9,N,
,4,9,HT,"In 2008, Sakamoto and Kanno collaborated again for ""Triangler"", the opening theme song for the series Macross Frontier."
,5,9,N,
,6,9,N,
,0,11,HT,Sakamoto graduated from Toyo University with a Bachelor's degree in Sociology in spring 2002.
,1,11,HT,"On August 8, 2011, she married fellow voice actor and frequent co-star Kenichi Suzumura."
,2,11,HT,"On December 27, 2021, she announced that she was expecting her first child with Suzumura."
