before,after,paragraphIndex,annotation,sentences
,0,0,N,
,0,2,HT,"Born in Cebu City, Philippines, Ingrid Sala Santamaria received her Bachelor of Music degree from the Battig Piano School in Cebu under her mother, Pilar Blanco Sala."
,1,2,HT,Further studies followed at the Juilliard School in New York.
,2,2,N,
,3,2,N,
,4,2,N,
,0,3,HT,"As chair of the Salvador and Pilar Sala Foundation, Inc. (SPSFI), Santamaria spearheaded a Ten-Year Music Development program which produced the Cebu Youth Symphony Orchestra (CYSO) in 1995 evolving into the Peace Philharmonic Philippines (PPP) in 2000."
,1,3,HT,"The young and deserving music scholars who have graduated from this endeavor have since reaped honors nationally while SPSFI continues their training and performance initiatives, PPP being the only orchestra group south of Manila."
,0,4,N,
,0,5,N,
,1,5,HT,She has had several concerts in Manila and Cebu with the PPP String Quartet in the last 2 years.
,0,7,HM,"Together with Professor Reynaldo G. Reyes, Santamaria has been touring the Philippines every two years, since 2001, performing concertos, with a mission of bringing live classical music to the countryside."
,1,7,N,
