before,after,paragraphIndex,annotation,sentences
,0,0,HT,"Jules Stephen Blauner (September 19, 1933 – June 16, 2015), commonly known as Steve Blauner, was Bobby Darin's manager,  producer, and member of BBS Productions."
,0,2,HT,"He was born to Eugene and Marion Blauner on September 19, 1933."
,1,2,HT,"At the time of his birth, Blauner's parents had settled in New York City and he was born on 81st St. in Elmhurst Hospital."
,2,2,HT,"While in kindergarten, the family moved to White Plains, New York where he met childhood friend and future collaborator Bert Schneider."
,3,2,HT,"After watching The Jolson Story (1946) on numerous occasions, Blauner developed a love for the entertainment business that he would soon pursue."
,4,2,HM,"While Blauner was serving in the air force, he visited the Copacabana nightclub in New York City where Sammy Davis Jr. was performing."
,5,2,N,
,6,2,N,
,7,2,N,
,8,2,N,
,0,3,N,
,1,3,HT,His first action in management was a Connecticut concert that assured him Darin would become a success.
,2,3,N,
,3,3,HT,Bobby Darin agreed and Blauner maintained his position as Darin's official manager until 1965.
,4,3,HT,"During this time, Bert Schneider became vice president and treasurer of Screen Gems and after Darin had received his Best Supporting Actor Oscar nomination for his role in Captain Newman, M.D. (1963), the two men severed their professional connection, but remained friends."
,5,3,N,
,0,4,N,
,1,4,HT,"Blauner formed BBS with producers Bert Schenider and Bob Rafelson and during that time, the company produced the Academy-Award-winning documentary Hearts and Minds (1974), and ""New Hollywood"" films Five Easy Pieces (1970), The Last Picture Show (1971), The King of Marvin Gardens (1972), and A Safe Place (1971)."
,2,4,N,
,0,5,HT,"Blauner himself appeared in a few videotaped comedy ""blackout"" sketches for television comedian Ernie Kovacs during the early 1960s."
,1,5,HT,"One sketch was entitled ""Whom Dunnit"", where Blauner played a dimwitted panelist wearing a ""Beany Copter"" hat and sweatshirt emblazoned with the word ""Trenton"" (which was a mocking reference by Kovacs to his hometown of Trenton, New Jersey)."
,0,7,HT,He was portrayed by John Goodman in the 2004 Bobby Darin biopic Beyond the Sea.
