before,after,paragraphIndex,annotation,sentences
,0,0,HT,"Cozi Noelle Zuehlsdorff (born August 3, 1998) is an American actress and singer known for her role as Hazel Haskett in the movie Dolphin Tale (2011) and the sequel, Dolphin Tale 2 (2014)."
,1,0,N,
,2,0,HT,"In November 2014, she released her debut EP, Originals."
,3,0,N,
,0,2,N,
,1,2,HT,Her first major role was Hazel in the 2011 film Dolphin Tale.
,2,2,N,
,3,2,HT,She starred in the  2018 TV film Freaky Friday.
,4,2,N,
,5,2,N,
,6,2,HT,She released her debut independent EP Originals in November 2014.
,7,2,HT,"Zuehlsdorff has also been a featuring artist on Hellberg's song ""The Girl"", released March 16, 2015 and several more on Monstercat."
,0,9,N,
,1,9,N,
,0,11,N,
,1,11,HT,Cozi Zuehlsdorff) (2015)
,0,12,N,
,1,12,HT,Cozi Zuehlsdorff) (2016)
,0,13,N,
,1,13,HT,Cozi Zuehlsdorff) (2016)
,0,14,N,
,1,14,HT,Cozi Zuehlsdorff) (2017)
,0,15,N,
,1,15,HT,Cozi Zuehlsdorff) (2018)
,0,16,N,
,1,16,HT,Cozi Zuehlsdorff) (2019)
,0,17,N,
,1,17,HT,Cozi Zuehlsdorff) (2021)
