before,after,paragraphIndex,annotation,sentences
,0,0,HT,"Eric Donald Johnson (born June 7, 1976) is an American singer-songwriter, composer and multi-instrumentalist."
,1,0,N,
,2,0,N,
,0,1,HT,"In 2019, Johnson formed the folk group Bonny Light Horseman, alongside Anaïs Mitchell and multi-instrumentalist Josh Kaufman."
,0,3,HT,Johnson moved around the midwest as a child and spent his adolescent and teenage years in Chicago’s Western Suburbs.
,1,3,N,
,2,3,HT,"Johnson did not attend college but instead moved to Chicago and became involved with the local music scene there, getting a job at the Old Town School of Folk Music where he taught classes and worked as a house manager for concerts."
,0,6,HT,"In the late 1990’s, Johnson fronted an indie-rock band called I Rowboat."
,1,6,HT,"In early 2000, he became a member of the experimental folk-rock group Califone."
,2,6,N,
,0,7,N,
,1,7,HT,Fruit Bats (2001-2013 hiatus)
,2,7,N,
,0,8,N,
,1,8,N,
,0,10,HT,"Fruit Bats' 2003 song ""When U Love Somebody"" was featured in the film Youth in Revolt, and has been covered by bands such as The Decemberists, Said the Whale, and Guster."
,0,11,HT,"In November 2013, Johnson announced he would be dissolving Fruit Bats."
,1,11,N,
,0,12,N,
,1,12,HT,Fruit Bats (reformation in 2015-present)
,2,12,N,
,0,13,HT,"In 2014, Johnson released an album under the name EDJ."
,1,13,N,
,2,13,HT,"2015, My Morning Jacket invited Johnson to open a tour with his EDJ project, and instead Johnson opted to re-form Fruit Bats to do the tour."
,3,13,N,
,0,14,N,
,1,14,HT,"2020, they released The Pet Parade, which was recorded remotely during the COVID-19 pandemic with producer (and Johnson’s Bonny Light Horseman bandmate) Josh Kaufman."
,2,14,HT,"That same year, Johnson recorded a full-album cover of Smashing Pumpkins’ 1993 album Siamese Dream."
,0,17,HT,"Johnson joined The Shins in late 2006, after joining the band in the studio for their third studio album, Wincing the Night Away (2007)."
,1,17,HT,"He was a member of the band until 2011, and made appearances on Saturday Night Live, The Tonight Show, and Late Night With Conan O’Brien."
,2,17,HT,"Johnson left the band in 2011 due to scheduling conflicts with Fruit Bats, and went on to appear on several tracks on their fourth studio album, Port of Morrow."
,3,17,HT,Johnson briefly reappeared the band for their set at the Bonnaroo Festival in June 2012.
,0,18,N,
,1,18,N,
,0,19,HT,The band first came together at the Eaux Claires festival in 2018 when invited by the festivals co-founders Justin Vernon (of Bon Iver) and Aaron Dessner (of The National).
,1,19,N,
,2,19,N,
,3,19,N,
,4,19,N,
,5,19,N,
,0,21,HT,"In 2010 Johnson was hired to score Max Winkler's comedy Ceremony, starring Uma Thurman and Michael Angarano."
,1,21,HT,"Later that year he worked on director Jesse Peretz’s feature Our Idiot Brother, starring Paul Rudd, which premiered at the Sundance Film Festival in 2011."
,2,21,N,
,3,21,HT,In 2013 Johnson collaborated with Vetiver front man Andy Cabic on scores for two critically lauded Sundance features - one for the dramedy Smashed and the other for the documentary After Tiller.
,4,21,HT,"In 2012 Johnson collaborated with Andy Cabic of Vetiver on the music for the critically lauded Sundance feature Smashed, a score which landed on the Academy Awards’ shortlist for that year."
,5,21,HT,"In 2016 Johnson scored director Rod Blackhurst’s feature debut Here Alone, which won the Tribeca Film Festival’s audience award."
,6,21,HT,The following year saw Johnson scoring the comedy feature Spivak for Netflix.
