before,after,paragraphIndex,annotation,sentences
,0,0,N,
,1,0,N,
,0,2,HT,"Shauf was born in Estevan, Saskatchewan, grew up in Bienfait, and later moved to Regina."
,1,2,N,
,2,2,N,
,0,4,HT,Shauf was a drummer in the Christian pop punk band Captain until 2006.
,1,4,HT,"He released his debut album, Darker Days, in 2009, and followed up with the EPs Waiting for the Sun to Leave (2010) and Sam Jones Feeds His Demons (2012)."
,0,5,HT,He released the album The Bearer of Bad News independently in 2012.
,1,5,N,
,2,5,HT,"In 2015, Shauf signed to Arts & Crafts Productions in Canada and ANTI- internationally, releasing the non-album single ""Jenny Come Home"" as his first release on both labels."
,3,5,N,
,4,5,HT,"Through early 2016, he toured Europe as an opening act for The Lumineers."
,5,5,HT,"He moved from Saskatchewan to Toronto in April, and his album, The Party, was released in May.  After some experimental recordings with a group of musicians, Shauf ended up playing almost all of the instruments on the album himself, recording the tracks sequentially."
,6,5,HT,"His song ""Wendell Walker"" from The Bearer of Bad News was shortlisted for the 2016 SOCAN Songwriting Prize, and The Party was a shortlisted finalist for the 2016 Polaris Music Prize."
,7,5,HT,Following the release he toured throughout 2017 accompanied with a five-piece band that included multi-instrumentalist Karen Ng.
,8,5,HT,"In 2018 Shauf recorded an album with D.A. Kissick, Avery Kissick and Dallas Bryson, under the band name Foxwarren."
,9,5,N,
,10,5,HT,"On 23 October 2019, Shauf announced that a new album, The Neon Skyline, would be released 24 January 2020."
,11,5,N,
,12,5,HT,"After the release of The Neon Skyline, Barack Obama featured the title track on his 2020 summer playlist."
,13,5,N,
,14,5,N,
,0,12,HT,Sam Jones Feeds His Demons (2012)
