before,after,paragraphIndex,annotation,sentences
,0,0,HM,"Maud Cuney Hare (née Cuney, February 16, 1874–February 13: xvi  or 14,: xxviii  1936) was an American pianist, musicologist, writer, and African-American activist in Boston, Massachusetts in the United States."
,1,0,N,
,2,0,HT,In 1913 Cuney-Hare published a biography of her father.
,3,0,HT,"Essentially part of the second generation after emancipation, Cuney Hare studied at the New England Conservatory of Music in Boston and became an accomplished pianist."
,4,0,HT,"She lived in Jamaica Plain, a neighborhood of Boston, most of her adult life."
,5,0,HT,"A musicologist, she collected music from across the South and Caribbean in her study of folklore, and was the first to study Creole music."
,6,0,HT,"She is most remembered for her final work, Negro Musicians and Their Music (1936), which documents the development of African-American music.:"
,7,0,N,
,0,2,HM,"Maud was born in Galveston, Texas on February 16, 1874 to Adelina (Dowdy, or Dowdie in alternate spelling) and her husband Norris Wright Cuney."
,1,2,N,
,2,2,HT,"Her mother, one of the ""handsome Dowdy girls,"" came from Woodville, Mississippi."
,3,2,N,
,4,2,HT,"The Cuney children were a ""second family"" related to a large, wealthy and politically powerful white family headed by Gen. Philip Minor Cuney of Austin County, Texas, who had been born in Louisiana.: xix  Norris Cuney was one of eight mixed-race children born to Cuney and his mixed-race slave housekeeper, Adeline Stuart."
,5,2,N,
,6,2,HT,"By 1850 Cuney was one of the largest planters and slaveholders in Texas, with 2,000 acres and more than 100 slaves."
,7,2,N,
,0,3,HT,"Philip Cuney sent his mixed-race sons Joseph and Norris to Pittsburgh, Pennsylvania before the war for their education."
,1,3,HT,Afterward Norris worked on steamboats on the Mississippi River.
,2,3,N,
,3,3,N,
,4,3,N,
,5,3,HT,"xii Interested in Shakespeare and other great writers, Norris Wright Cuney sang and played the violin;: 4  Adelina Dowdy Cuney was a soprano singer and played the piano."
,6,3,N,
6.0,7,3,HM,"Maud and her brother Lloyd grew up in a house filled with music and literature.: xix–xx After completing school at Galveston's Central High School in 1890, Maud Cuney went to Boston to study at the New England Conservatory of Music. There she studied piano with Edwin Klahre and music theory with Martin Roeder.: xx  She also studied at Harvard's Lowell Institute of Literature.: xii When white students learned that Maud Cuney and another African American, Florida L. Des Verney, were living in a campus dormitory, some of them tried to have the young women excluded."
,8,3,N,
,9,3,N,
,10,3,N,
,11,3,N,
,12,3,N,
,13,3,N,
,14,3,N,
,15,3,N,
,16,3,N,
,17,3,HT,"While studying in Boston, Cuney became part of the Charles Street Circle (or West End Set), meeting at the home of Josephine St. Pierre Ruffin.: 98  She became a close friend of W. E. B. Du Bois, who was based in Massachusetts for a time, and they were briefly engaged."
,18,3,HT,"Du Bois described Maud vividly as ""a tall, imperious brunette, with gold-bronze skin, brilliant eyes and coils of black hair."": 98 After graduating from the conservatory, Cuney returned to Texas, studying privately with pianist Emil Ludwig: xx  in Austin."
,19,3,N,
,20,3,N,
,21,3,N,
,22,3,N,
,0,5,HT,"Maud's mother, Adelina Dowdy Cuney, died on October 1, 1895 of tuberculosis."
,1,5,HT,"her father died on March 3, 1898 of the same disease, which at the time was considered incurable, as antibiotics had not been discovered.:"
,2,5,HM,"95  Later that year, Maud married J. Frank McKinley, a doctor 20 years her senior, who like Maud was of mixed race.: 104 The McKinleys moved to Chicago, where Dr. McKinley insisted upon ""passing"" as Spanish-American."
,3,5,HT,"When their daughter Vera was born in 1900, her birth certificate identified her as Spanish-American."
,4,5,N,
,5,5,N,
,6,5,HT,"Eventually she left her husband, taking her baby daughter and returning to Texas."
,7,5,N,
,8,5,HT,McKinley filed for divorce in 1902.
,9,5,HT,"Maud returned to Chicago for a highly visible custody battle that resulted in the court awarding custody of their daughter to her husband, which was typical of the era.:"
,10,5,HT,"105–106  After the divorce, Maud returned to Boston."
,11,5,HT,"She married William Parker Hare on August 10, 1904, and from then on used the joint last name ""Cuney Hare""."
,12,5,N,
,13,5,N,
,14,5,HT,"In 1906, Maud gained access to her daughter during the summer months, but Vera died in 1908.: 105–106 Cuney Hare was politically active, and was among the first women to join the Niagara Movement in 1907, an organization founded against segregation."
,15,5,N,
,16,5,N,
,0,7,HT,"As a teacher of music, Cuney had taught at the Texas Deaf, Dumb, and Blind Institute for Colored Youths in 1897 and 1898; at the settlement house program of the Institutional Church of Chicago during 1900 and 1901; and in  Prairie View, Texas in 1903 and 1904."
,1,7,HT,"As a performing pianist and lecturer, Cuney Hare collaborated with William Howard Richardson, a Canadian baritone singer, beginning around 1913."
,2,7,N,
,3,7,N,
,4,7,HT,"Cuney Hare founded the Allied Arts Center in Boston, to encourage education and performance in the arts."
,5,7,N,
,6,7,N,
,7,7,N,
,8,7,N,
8.0,9,7,HM,"Cuney Hare wrote and directed the play Antar of Araby (1929) about the pre-Islamic poet, Antar Bin Shaddad. The overture was composed by Clarence Cameron White and incidental music by Montague Ring."
,10,7,N,
,11,7,N,
,12,7,N,
12.0,13,7,HM,"She was ""the first music scholar to direct public attention to Creole music,"" publishing a collection of Six Creole Folk-songs with commentary in 1921. Her personal collection of music and artifacts was extensive, and was used as the basis of exhibits."
,14,7,N,
,15,7,N,
,16,7,N,
,17,7,N,
,18,7,N,
,19,7,N,
,20,7,N,
,21,7,N,
,0,8,N,
,1,8,N,
,2,8,N,
,3,8,HT,"Maud Cuney Hare died on either February 13 or 14, 1936, in Boston, Massachusetts."
,4,8,N,
,5,8,N,
,0,10,N,
,0,11,HT,"Norris Wright Cuney: A Tribune of the Black People (1913), a biography of her father."
,0,12,HT,"The Message of the Trees: An Anthology of Leaves and Branches (1918), a collection of nature poems, which Cuney Hare edited.: 95"
,0,16,N,
