before,after,paragraphIndex,annotation,sentences
,0,0,HT,"Ronnie Lee Milsap (born Ronald Lee Millsaps; January 16, 1943) is an American country music singer and pianist."
,1,0,HT,He was one of country music's most popular and influential performers of the 1970s and 1980s.
,2,0,N,
,3,0,HT,"His biggest crossover hits include ""It Was Almost Like a Song"", ""Smoky Mountain Rain"", ""(There's) No Gettin' Over Me"", ""I Wouldn't Have Missed It for the World"", ""Any Day Now"", and ""Stranger in My House""."
,4,0,N,
,5,0,HT,He was selected for induction into the Country Music Hall of Fame in 2014.
,0,3,HT,"Milsap was born January 16, 1943, in Robbinsville, North Carolina, United States."
,1,3,N,
,2,3,HT,"Abandoned by his mother as an infant, he was raised in poverty by his grandparents in the Smoky Mountains until he was sent to the Governor Morehead School for the blind in Raleigh, North Carolina, at age 5."
,3,3,N,
,4,3,N,
,5,3,N,
,6,3,N,
,7,3,HT,"With the national breakthrough of Elvis Presley in 1956, Milsap became interested in rock and roll music and formed a rock band called the Apparitions with fellow high-school students."
,8,3,HT,"In concert, Milsap has often paid tribute to the musicians of the 1950s who inspired him including Ray Charles, Little Richard, Jerry Lee Lewis, and Presley."
,0,4,HT,"Milsap was awarded a full college scholarship and briefly attended Young Harris College in Young Harris, Georgia, with plans to become a lawyer."
,1,4,HT,"During this time, Milsap joined a popular local R&B band called the Dimensions that played gigs in the Atlanta area, and became a regular attraction at the rough and rowdy Royal Peacock Club."
,2,4,HT,"In the fall of 1964, Milsap declined a scholarship to law school and left college to pursue a full-time career in music."
,3,4,HT,"He met Joyce Reeves one night at a dinner party during this period, and the two were married in 1965."
,0,5,HM,"In 1963, Milsap met Atlanta disc jockey Pat Hughes who became an early supporter of his music career."
0.0,1,5,HM,"In 1963, Milsap met Atlanta disc jockey Pat Hughes who became an early supporter of his music career. Milsap recorded his first single, ""Total Disaster/It Went to Your Head"", which enjoyed some local success in the Atlanta area."
,2,5,N,
,3,5,N,
,4,5,HT,"In 1965, Milsap signed with New York-based Scepter Records, recording several obscure singles for the label over the next few years, and working briefly with other soul musicians like Ray Charles and Stevie Wonder."
,0,6,HT,"Also in 1965, Milsap scored his first hit with the Ashford & Simpson-penned single, ""Never Had It So Good"", which peaked at No. 19 on the R&B chart in November of that year."
,1,6,N,
,2,6,N,
,3,6,HT,"A few months later, it became a million-selling single for Ray Charles who heard and liked Milsap's version of the song so much that he decided to record it himself."
,4,6,N,
,0,7,HM,"In the late 1960s, after moving to Memphis, Tennessee, Milsap worked for producer Chips Moman and became a popular weekly attraction at the Memphis nightclub T.J.'s."
,1,7,HT,"During this time, Moman helped Milsap land work as a session musician on numerous projects including several recordings with Elvis Presley such as ""Don't Cry Daddy"" in 1969 and ""Kentucky Rain"" in 1970."
,2,7,HT,"That same year, Milsap made the lower reaches of the pop charts with the single ""Loving You Is a Natural Thing""."
,3,7,HT,"He recorded and released his debut album, Ronnie Milsap, on Warner Brothers in 1971."
,0,9,HT,"In December 1972, Milsap relocated to Nashville after a chance meeting with country music star Charley Pride who was in the audience for a Milsap gig at the nightclub Whiskey A-Go-Go on Sunset Blvd."
,1,9,N,
,2,9,N,
,3,9,HT,"Milsap began working with Pride's manager, Jack D. Johnson, and was signed to RCA Records in 1973."
,4,9,HT,"He released his first single for RCA that year, ""I Hate You"", which became his first country music success, peaking at No. 10 on the country chart."
,5,9,HT,"In 1974, Milsap toured with Pride as an opening act and had two No. 1 singles: ""Pure Love"" (written by Eddie Rabbitt) and the Kris Kristofferson composition ""Please Don't Tell Me How the Story Ends"" which won Milsap his first Grammy."
,6,9,HT,"In 1975, he revived the Don Gibson song ""(I'd Be) A Legend in My Time"" and scored another No. 1 hit with ""Daydreams About Night Things""."
,0,11,HT,"From 1976 to 1978, Milsap became one of country music's biggest stars."
,1,11,N,
,2,11,HT,"The most significant of this series was ""It Was Almost Like a Song"" in 1977, a piano-based ballad, which became his most successful single of the 1970s."
,3,11,N,
,4,11,N,
,5,11,HT,"While the song was Milsap's only crossover success of the 1970s, he continued to achieve hits on the country music charts for the remainder of the decade."
,0,13,HT,Milsap's sound shifted toward string-laden pop ballads during the late 1970s which resulted in crossover success on the pop charts beginning in the early 1980s.
,1,13,HT,"From 1980 until 1983, he scored a series of eleven No. 1 singles."
,2,13,HT,"Milsap's Greatest Hits album, released in 1980, included a new single, ""Smoky Mountain Rain"", which became a No. 1 smash on the country charts."
,3,13,N,
,0,14,N,
,1,14,N,
,2,14,N,
,3,14,N,
,4,14,N,
,0,16,HT,"Like other artists of the same era such as Linda Ronstadt, Glen Campbell, Marty Robbins, and Ray Charles, Milsap's albums during the 1980s often featured songs in a variety of musical styles that showcased his remarkable range and versatility as a singer."
,1,16,HT,"Milsap, in fact, became the first country music artist to be played in full rotation on the rock music channel MTV with his 1984 single ""She Loves My Car."""
,2,16,HT,"In his 1990 autobiography, Milsap explains: ""I'm a singer, not a vocal stylist."
,3,16,N,
,4,16,N,
,5,16,N,
,6,16,HT,They might be remembered for their hits longer than I am.
,7,16,N,
,8,16,N,
,0,19,N,
,1,19,HT,"The song featured rock guitarist Mark Knopfler on lead guitar and peaked at No. 11; his last top-40 country hit, ""True Believer,"" peaked in 1993 at No. 30."
,2,19,N,
,0,21,N,
,1,21,HT,"In 1993, he left RCA for Liberty and released the album True Believer which failed to achieve significant radio airplay, although the title song scored No. 30 on the country chart."
,2,21,HT,"In 2000, Milsap resurfaced with a two-CD set, 40 No. 1 Hits, featuring a new single entitled ""Time, Love, and Money""."
,3,21,N,
,0,22,HT,"In 2000, Milsap's biography was featured by A&E Networks's Biography television series."
,1,22,HT,"Milsap has also been featured by CMT's numerous shows, including 40 Greatest Men of Country Music and a 2005 episode of Crossroads with Tex-Mex rock group Los Lonely Boys."
,0,23,HT,"During 2004, Milsap worked with producer Jerry F. Sharell to record his first non-country album since the early 1970s, Just for a Thrill."
,1,23,N,
,2,23,N,
,3,23,N,
,0,24,N,
,1,24,N,
,2,24,N,
,0,25,N,
,1,25,N,
,2,25,N,
,0,26,HT,"On May 2, 2013, Milsap performed at the memorial service of country legend George Jones, singing the Jones classic ""When the Grass Grows Over Me""."
,1,26,N,
,2,26,N,
,0,29,N,
,1,29,N,
,2,29,N,
,3,29,N,
,4,29,N,
,5,29,N,
,6,29,N,
,7,29,N,
,0,31,N,
,1,31,N,
,0,33,HT,"Milsap's son, Ronald Todd Milsap, was found dead on February 23, 2019, on his houseboat."
,1,33,HT,"Ronald Todd's son, who had not heard from his father for the past two days, found the body."
,2,33,N,
