before,after,paragraphIndex,annotation,sentences
,0,0,HT,"Jim Ronald White (born 1962) is an Australian drummer, songwriter, and producer."
,1,0,HT,"In 1992 he formed Dirty Three, an instrumental rock band, with fellow mainstays Warren Ellis on violin; and Mick Turner on guitar."
,2,0,N,
,0,1,N,
,0,2,HT,"White currently records and performs with Xylouris White, a duo formed with Cretan lute player Giorgos Xylouris."
,0,4,HM,"Jim Ronald White was born in 1962 and grew up in Clifton Hill, Victoria."
,1,4,HT,"In 1980, as a drummer, he formed Happy Orphans with Conway Savage on piano and backing vocals."
,2,4,HT,"Late the following year he replaced Peter Rippon on drums in a noise rock group, The People with Chairs up Their Noses, alongside Mark Barry on bass guitar, David Palliser on saxophone and lead vocals, and Jim Shugg on lead guitar."
,3,4,N,
,4,4,N,
,5,4,HT,"Also in 1982 White, with Shugg on lead guitar and lead vocals, rejoined Savage in a country rock group, Feral Dinosaurs."
,6,4,HT,He sometimes played in both The People with Chairs up Their Noses and Feral Dinosours on the same night.
,7,4,N,
,8,4,HT,By late 1983 The People with Chairs up Their Noses had disbanded and White continued with Feral Dinosaurs.
,9,4,HT,"In 1984 they provided a cover version of Don Gibson's 1958 hit, ""Blue Day"", on the various artist's compilation album, Asleep at the Wheel, for Au Go Go Records."
,10,4,N,
,11,4,HT,"In 1985 White formed another band, Venom P. Stinger, as an avant-rock ensemble with Dugald Mackenzie on lead vocals (ex-Sick Things, Brainshack); Alan Secher-Jensen on bass guitar (Brainshack, Beachnuts); and Mick Turner on guitar (Sick Things, Fungus Brains, The Moodists)."
,12,4,N,
,13,4,HT,White had drummed for Hessian Sax during 1988 to 1989 and for Conway Savage & the Deep South in 1989.
,14,4,N,
,15,4,HT,"The group reformed in 1991 with MacKenzie, Turner and White joined by Nick Palmer on lead vocals."
,16,4,N,
,17,4,N,
,18,4,N,
,19,4,HT,"In 1992 White and Turner formed an instrumental rock group, Dirty Three, with Warren Ellis on violin (ex-These Future Kings)."
,20,4,N,
,21,4,HT,"In the same year White and Ellis were also working in the rock bands, The Blackeyed Susans, Kim Salmon's STM and Charles Marshall and the Body Electric."
,22,4,N,
,23,4,HT,"In 1994 White and Ellis backed Tex, Don and Charlie on a national tour."
,24,4,HT,"In June that year Dirty Three issued their self-titled album on Torn & Frayed Records for which Australian musicologist, Ian McFarlane, praised White's ""sympathetic drumming""."
,25,4,N,
,26,4,N,
,27,4,N,
,28,4,N,
,29,4,N,
,30,4,N,
,31,4,N,
,32,4,HM,In January 2000 White and Ellis backed Nick Cave on his tour of Australia.
,33,4,HT,In 2003 White backed Nina Nastasia and subsequently was recorded on her albums Run to Ruin (2003) and
,34,4,N,
,35,4,N,
,36,4,N,
,37,4,N,
,38,4,HT,In 2013 he started playing with Anderson Henderson White.
,39,4,HT,"White formed Xylouris White in 2013, a collaboration with Greek singer and laouto player George Xylouris."
,40,4,N,
,41,4,N,
,0,5,N,
,0,7,N,
,0,8,N,
,0,9,N,
,0,10,N,
,0,11,HT,"Cat Power – since 1996 on various albums and tours, then as member of the Dirty Delta Blues since 2007"
,0,15,HT,"White Magic – live drummer (periodically) with this New York based group, recorded on their debut release."
,0,16,HT,"Essie Jain, New York singer-songwriter  – drummer on We Made This Ourselves (2007)"
,0,17,HT,PJ Harvey – White Chalk (2007)
,0,19,HT,"Marianne Faithfull – Easy Come, Easy Go (2008)"
,0,20,N,
,1,20,N,
,0,22,N,
,0,24,HT,Courtney Barnett and Kurt Vile - Lotta Sea Lice (2017).
,0,25,HT,Luluc on the album Sculptor (2018).
,1,25,HT,"An October 2007 article in Time Out New York called him ""indie rock's drummer of choice"", saying, ""Those who play with White speak of him with the ardor of religious converts."""
