before,after,paragraphIndex,annotation,sentences
,0,0,HT,"Jerome Lawrence Alexander Roche (22 May 1942 – 2 June 1994) was a British musicologist, with a particular interest in Italian church music of the baroque era."
,0,2,HT,"Roche was born in 1942 in Cairo, Egypt, the son of an army doctor."
,1,2,HT,"He was educated at Downside School, a Catholic independent school in Somerset, England, before studying music at St John's College, Cambridge, graduating with a BA in 1962."
,2,2,N,
,3,2,N,
,0,4,HT,"In 1967, the year before completing his PhD, Roche was appointed a lecturer at Durham University."
,1,4,HT,He became a reader in 1987.
,2,4,N,
,3,4,HT,He edited The Penguin Book of Four-Part Italian Madrigals (1974) and Masterworks from Venice (1994).
,4,4,HT,Roche was a member of the editorial board of the journal The Seventeenth Century  from its establishment in 1986.
,5,4,N,
,0,6,N,
,1,6,N,
,2,6,N,
,3,6,HT,"Roche died aged 52 at his holiday home in Vittorio Veneto, Italy in June 1994 from a brain tumour."
,4,6,N,
,5,6,HT,"He was survived by his wife and one daughter, the latter now also a lecturer at Durham."
,6,6,HT,A concert was held in his honour in Durham Cathedral in October 1994.
,7,6,N,
,0,9,N,
,0,10,HT,"A Dictionary of Early Music: From the Troubadours to Monteverdi (Oxford: Oxford University Press, 1981) - edited with Elizabeth Roche"
,0,12,HT,"North Italian Church Music in the Age of Monteverdi (Oxford: Clarendon Press, 1984)"
