before,after,paragraphIndex,annotation,sentences
,0,0,HT,Alexander von Schlippenbach (born 7 April 1938) is a German jazz pianist and composer.
,1,0,HT,"He came to prominence in the 1960s playing free jazz in a trio with saxophonist Evan Parker and drummer Paul Lovens, and as a member of the Globe Unity Orchestra."
,2,0,HT,"Since the 1990s, Von Schlippenbach has explored the work of more traditional jazz composers such as Jelly Roll Morton or Thelonious Monk."
,0,2,HT,Schlippenbach started to play piano from the age of eight and went on to study composition at Cologne under Bernd Alois Zimmermann.
,1,2,N,
,2,2,N,
,3,2,HT,"In 1988, he founded the Berlin Contemporary Jazz Orchestra, a big band that has over the years comprised, among others, Willem Breuker, Paul Lovens, Misha Mengelberg, Evan Parker, Schlippenbach's wife Aki Takase and Kenny Wheeler."
,4,2,HT,"In 1994, he was awarded the Albert Mangelsdorff prize."
,0,3,N,
,1,3,N,
,2,3,HT,"In 2005, he recorded the complete works of Thelonious Monk, which were released on CD as Monk's Casino."
,0,14,HT,"Rondo Brillante with Martin Theurer (FMP, 1983)"
,0,16,HT,"Stranger Than Love with Paul Lovens,  (Po Torch, 1985)"
,0,18,HT,"Elf Bagatellen (FMP, 1990)"
,0,21,HT,"Light Blue Schlippenbach Plays Monk (Enja, 1997)"
,0,22,HT,"Tangens with Sam Rivers (FMP, 1998)"
,0,29,HT,"Open Speech with Carlos Bechegas (Forward, 2004)"
,0,30,HT,"Vesuvius with Paul Dunmall (Slam, 2005)"
,0,35,HT,"Dedalus with Daniele D'Agaro (Artesuono, 2007)"
,0,36,HT,"Friulian Sketches (psi, 2008)"
,0,37,HT,"Blackheath with Eddie Prevost (Matchless, 2008)"
,0,40,N,
,0,41,HT,"Blue Hawk with Manfred Schoof (Jazzwerkstatt, 2011)"
,0,42,HT,"Schlippenbach Plays Monk (Intakt, 2012)"
,0,45,N,
,0,47,HT,"So Far with Rudi Mahall (Relative Pitch, 2018)"
,0,48,HT,"Interweaving with Dag Magnus Narvesen (Not Two, 2018)"
,0,49,HT,"Liminal Field with Dag Magnus Narvesen  (Not Two, 2019)With"
,1,49,N,
,0,51,HT,"Der Alte Mann Bricht...Sein Schweigen (FMP, 1974)"
,0,52,N,
,0,65,N,
,0,67,N,
,1,67,N,
,0,71,HT,"Kalfaktor A. Falke Und Andere Lieder (FMP, 1983)"
,0,72,HT,"Blind Aber Hungrig Norddeutsche Gesange (FMP, 1986)With Manfred Schoof"
,0,74,HT,"Manfred Schoof Sextet (Wergo, 1967)"
,0,76,HT,"The Early Quintet (FMP, 1978)With Aki Takase"
,0,77,N,
,0,85,HT,"Hokusai Piano Solo (Intakt, 2019)"
,0,89,HT,Up and Down (Olof Bright 2010)
,0,90,HT,"Peter Brotzmann/Alexander von Schlippenbach/Achim Trampenau (Carbon Edition, 2013)"
,0,91,HT,"Fifty Years After (Trost, 2019)With Evan Parker"
,0,96,N,
,1,96,N,
,0,97,HT,"Gunter Hampel, Heartplants (SABA, 1965)"
,0,98,HT,"Gunter Hampel, Legendary (Birth 1998)"
,0,99,HT,"Mario Schiano, Unlike (Splasc(H), 1990)"
,0,101,HT,"Bernd Alois Zimmermann, Die Befristeten & Improvisationen Uber Die Oper Die Soldaten & Tratto (Wergo, 1967)"
,0,102,HT,"Bernd Alois Zimmermann, Requiem fur Einen Jungen Dichter (Sony 1995)"
