before,after,paragraphIndex,annotation,sentences
,0,0,HT,"Clifton Avon ""Cliff"" Edwards (June 14, 1895 – July 17, 1971), nicknamed ""Ukulele Ike"", was an American musician, singer and actor, who enjoyed considerable popularity in the 1920s and early 1930s, specializing in jazzy renditions of pop standards and novelty tunes."
,1,0,HT,"He had a number one hit with ""Singin' in the Rain"" in 1929."
,2,0,HT,"He also did voices for animated cartoons later in his career, and he is best known as the voice of Jiminy Cricket in Walt Disney's Pinocchio (1940) and Fun and Fancy Free (1947), and Dandy (Jim) Crow in Walt Disney's Dumbo (1941)."
,0,2,HT,"Edwards was born in Hannibal, Missouri."
,1,2,HT,"He left school at age 14 and soon moved to St. Louis, Missouri, and Saint Charles, Missouri, where he entertained as a singer in saloons."
,2,2,N,
,3,2,N,
,4,2,HM,"He got his first break in 1918 at the Arsonia Cafe in Chicago, Illinois, where he performed a song called ""Ja-Da"", written by the club's pianist, Bob Carleton."
4.0,5,2,HM,"He got his first break in 1918 at the Arsonia Cafe in Chicago, Illinois, where he performed a song called ""Ja-Da"", written by the club's pianist, Bob Carleton. Edwards and Carleton made it a hit on the vaudeville circuit."
,6,2,HT,"Vaudeville headliner Joe Frisco hired Edwards as part of his act, which was featured at the Palace in New York City—the most prestigious vaudeville theater—and later in the Ziegfeld Follies."
,7,2,HT,Edwards made his first phonograph records in 1919.
,8,2,HT,He recorded early examples of jazz scat singing in 1922.
,9,2,HT,The following year he signed a contract with Pathé Records.
,10,2,HT,"He became one of the most popular singers of the 1920s, appearing in several Broadway shows."
,11,2,HT,"He recorded many of the pop and novelty hits of the day, including ""California, Here I Come"", ""Hard Hearted Hannah"", ""Yes Sir, That's My Baby"", and ""I'll See You in My Dreams""."
,0,3,HT,"In 1924, Edwards performed as the headliner at the Palace, the pinnacle of his vaudeville success."
,1,3,HT,"That year he also featured in George and Ira Gershwin's first Broadway musical Lady Be Good, alongside Fred and Adele Astaire."
,2,3,N,
,3,3,N,
,4,3,N,
,5,3,N,
,0,5,HT,"Millions of ʻukuleles were sold during the decade, and Tin Pan Alley publishers added ʻukulele chords to standard sheet music."
,1,5,N,
,2,5,HT,"In his later years, he moved to the larger tenor ʻukulele, which was becoming popular in the 1930s."
,0,6,HT,Edwards continued to record until shortly before his death in 1971.
,1,6,N,
