before,after,paragraphIndex,annotation,sentences
,0,0,HT,"James Allen Gähres (born August 5, 1943  in Harrisburg, Pennsylvania) is an American conductor, based in Germany."
,0,2,HM,"Gähres studied music, conducting, composition and piano at the Peabody Conservatory of Music in Baltimore, where he was musical assistant of the Peabody Symphony Orchestra in his final study year, and as a Fulbright-Fellowship holder with Hans Swarovsky at the University of Music and Performing Arts Vienna."
,1,2,HT,He attended Master classes with Bruno Maderna in Salzburg.
,2,2,HT,Gähres began his conducting career began after several years as a freelance composer and pianist in southern Germany.
,3,2,HT,"He worked as a conductor at several opera houses in Germany, including 10 years as first Kapellmeister at the Staatsoper Hannover."
,4,2,HT,Then he was engaged as the first conductor at the Staatstheater Braunschweig for three years.
,5,2,HT,"His work in Germany included conducting the German premiere of Leonard Bernstein's Candide, in the Scottish Opera version, at the Deutsche Oper Berlin, at the invitation of Götz Friedrich."
,6,2,HT,"He also worked regularly with the Lower Saxony Youth Symphony Orchestra and the Youth Symphony Orchestra of the Saarland on concert tours, in Israel, Spain, the United States, France, Great Britain and Canada."
,0,3,HT,"From 1994 to 2011, Gähres was Generalmusikdirektor (General Music Director, GMD) at the Theater Ulm, which also encompassed the post of chief conductor of the Ulm Philharmonic Orchestra."
,1,3,HT,"During his Ulm tenure, Gähres founded the tradition of the New Year's concerts and of the Herbert von Karajan Memorial concerts."
1.0,2,3,HM,"During his Ulm tenure, Gähres founded the tradition of the New Year's concerts and of the Herbert von Karajan Memorial concerts. He recorded more than 15 CDs as chief conductor in Ulm."
,0,5,N,
,1,5,N,
,2,5,N,
,0,6,N,
,1,6,N,
,2,6,N,
,0,7,N,
,1,7,N,
,2,7,N,
,0,8,N,
,1,8,N,
,2,8,N,
,0,9,N,
,1,9,N,
,2,9,N,
,3,9,N,
,0,10,HM,"Angela Denoke: Singer of the Year 1999 - a reminiscence of the years in Ulm; Angela Denoke (soprano), Ulm Philharmonic."
,1,10,N,
,2,10,N,
,0,11,N,
,1,11,N,
,2,11,N,
,0,12,N,
,1,12,N,
,2,12,N,
,3,12,N,
,4,12,N,
,0,13,N,
,1,13,N,
,2,13,N,
,3,13,N,
