before,after,paragraphIndex,annotation,sentences
,0,0,HT,"Johnnie Allan (born John Allen Guillot, March 10, 1938) is an American pioneer of the swamp pop musical genre."
,0,2,HT,"Born in Rayne, Louisiana, United States, Allan, a Cajun, grew up in a musical family, and at age six obtained his first guitar."
,1,2,N,
,2,2,HT,"About two years later he switched to Lawrence Walker and the Wandering Aces, another traditional Cajun band."
,0,3,HT,"In 1956, he saw Elvis Presley perform live on the Louisiana Hayride music program, and shortly afterwards Allan began to play rock and roll music."
,1,3,HT,"In 1958, he left Walker to form the Krazy Kats."
,2,3,HT,"That same year he recorded ""Lonely Days, Lonely Nights"" for Jin Records of Ville Platte, Louisiana."
,3,3,HT,"He later recorded for Mercury Records and the Viking label of Crowley, Louisiana, among others."
,0,4,HT,"He returned to the Jin label in the early 1970s and went on to record many notable swamp pop tunes, including his versions of Chuck Berry's ""Promised Land"" and Merle Haggard's ""Somewhere on Skid Row""."
,1,4,N,
,2,4,HT,"He is author of two music-related books, Memories: A Pictorial History of South Louisiana Music (1988) and Born to Be a Loser (1992, with Bernice Larson Webb), a biography of swamp pop musician Jimmy Donley."
,0,5,N,
,0,8,N,
,0,13,N,
