before,after,paragraphIndex,annotation,sentences
,0,0,HT,"Tommy McClennan (January 4, 1905 – May 9, 1961) was an American Delta blues singer and guitarist."
,0,2,HT,"McClennan was born in Durant, Mississippi, and grew up in the town."
,1,2,N,
,0,3,HT,He made a series of recordings for Bluebird Records from 1939 through 1942.
,1,3,N,
,2,3,HT,"His voice is heard in the background on Petway's recording of ""Boogie Woogie Woman"" (1942)."
,3,3,N,
,4,3,N,
,5,3,HT,"McClennan's ""I'm a Guitar King"" was included in the 1959 collection The Country Blues, issued by Folkways Records."
,0,4,HT,"McClennan died of bronchopneumonia in Chicago, Illinois, on May 9, 1961."
,0,6,N,
,1,6,N,
,2,6,N,
,3,6,N,
,0,7,HT,"Bob Dylan covered Tommy McClennan's track, ""Highway 51"" (which was written by Curtis Jones), on his self-titled debut album in 1962."
