before,after,paragraphIndex,annotation,sentences
,0,2,HT,"Jana Obrovská was born in Prague, the daughter of painter and sculptor Jakub Obrovský."
,1,2,N,
,2,2,HT,At the Prague Conservatory she studied with M. Krejčí and Emil Hlobil from 1949-55.
,3,2,HT,She won a prize in the 1972 Concours International de Guitarre in Paris for Passocaglia und Toccata.
,4,2,HT,Her Hommage a Béla Bartók  became compulsory in the same Paris competition in 1975.
,5,2,N,
,6,2,HT,"Obrovská married guitar virtuoso Milan Zelenka and the couple had a son, guitarist Vilém Zelenka (b. 1987) who often plays in a duo with his father."
,0,4,N,
,0,6,HT,"Homage to Béla Bartók for guitar, R. Aussel HARMONIA MUNDI CD in MAN4802 (1992)"
,0,7,HM,"Four images of Japan for guitar, Tribute to Hirohige - Homage to Hokusai - Tribute to Utamara - Tribute to Sharaku, R. Aussel HARMONIA MUNDI CD in MAN4802(1992)"
,0,8,N,
,1,8,N,
,2,8,N,
