before,after,paragraphIndex,annotation,sentences
,0,0,HT,"Olu Dara Jones (born Charles Jones III, January 12, 1941) is an American cornetist, guitarist, and singer."
,1,0,N,
,0,2,HM,"Olu Dara was born Charles Jones III January 12, 1941, in Natchez, Mississippi."
,1,2,HM,"His mother, Ella Mae, was born in 1911 in Canton, Mississippi."
,2,2,HT,"His father, Charles Jones II, also born in Natchez, was a travelling musician, and sang with The Melodiers, a vocal quartet with a guitarist."
,3,2,N,
,4,2,N,
,0,4,N,
,1,4,HM,"In 1964, he moved to New York City and changed his name to Olu Dara, which means ""God is good"" in the Yoruba language."
,2,4,HT,"In the 1970s and '80s he played alongside David Murray, Henry Threadgill, Hamiet Bluiett, Don Pullen, Charles Brackeen, James Blood Ulmer, and Cassandra Wilson."
,3,4,N,
,4,4,N,
,5,4,N,
,0,5,HT,"Dara played on the album Illmatic (1994) by his son, rapper Nas, and on the song ""Dance"" (2002), also by Nas, and he sang on Nas's song ""Bridging the Gap"" (2004)."
,0,15,HT,1987 Worshippers Come Nigh (Silkheart)With Rhys Chatham
,0,17,HT,1987 Die Donnergötter (The Thundergods)With Carlos Garnett
,0,21,HT,2005 Daily BreadWith Craig Harris
,0,23,HT,1999 Cold Sweat Plays J. B. (JMT)With David Murray
,0,34,HT,2004 Street's DiscipleWith Jamaaladeen Tacuma
,0,36,HT,1984 Renaissance ManWith Henry Threadgill
,0,38,N,
,1,38,N,
,0,41,HT,No Escape from the Blues: The Electric Lady Sessions (2003)With Cassandra Wilson
,0,45,HT,2002 Belly of the SunWith others
,0,46,HT,"1970 Journey to Air, Terumasa Hino"
,0,47,N,
,1,47,HT,"Who Knows What Tomorrow's Gonna Bring?, Jack McDuff"
,0,48,HT,"1973 Ethnic Expressions, Roy Brooks"
,0,49,HT,"1973 Revelation, Doug Carn"
,0,50,N,
,0,51,HT,"1977 Endangered Species, Hamiet Bluiett"
,0,52,HT,"1978 Live at Moers Festival, Phillip Wilson"
,0,53,HT,"1980 Flat-Out Jump Suite, Julius Hemphill"
,0,57,N,
,1,57,N,
,0,58,N,
,1,58,N,
,0,59,HT,"1993 Deconstruction: Celluloid Recordings, Bill Laswell"
,0,60,N,
,0,61,HT,"1998 Empire Box, Tim Berne"
,0,62,N,
,1,62,N,
,0,64,HT,"2002 Trance Atlantic (Boom Bop II), Jean-Paul Bourelly"
