before,after,paragraphIndex,annotation,sentences
,0,0,HT,"Eldon Shamblin (April 24, 1916 – August 5, 1998) was an American guitarist and arranger, particularly important to the development of Western swing music as one of the first electric guitarists in a popular dance band."
,1,0,HT,He was a member of The Strangers during the 1970s and 1980s.
,0,2,N,
,1,2,HT,He performed in clubs in Oklahoma City and on his radio show as singer and guitarist.
,2,2,HT,"During the 1930s, he spent three years as a member of the Alabama Boys, a Western swing band."
,3,2,HT,In 1937 he became a member of a Bob Wills and His Texas Playboys.
,4,2,N,
,5,2,HT,"During World War II, he served in the military for four years, then returned to Wills and remained with the band until the middle 1950s."
,6,2,N,
,7,2,HT,"Shamblin recorded with Merle Haggard on a tribute album to Bob Wills which was released in 1970, then worked intermittently with Haggard on tours during the next five years."
,8,2,N,
,9,2,N,
,10,2,N,
,11,2,N,
,12,2,N,
,0,3,N,
,1,3,HT,"His acoustic, single string, lead guitar work in the 1930s resonated with the influence of Lang and Django Reinhardt, while his brief chord solos evoked the harmonies of George Van Eps."
,2,3,HT,"By the 1940s, his style was reminiscent of early bebop, with the occasional chord flourish added to good effect."
,0,4,N,
,1,4,HT,"At a rehearsal years later, Wills heard what they were doing and asked them to work up a solo arrangement for a fiddle tune he was going to record called ""Bob Wills Special""."
,2,4,HT,A few days later Wills asked them to write an instrumental that would feature them.
,3,4,HT,"They came up with ""Twin Guitar Special"", which Wills recorded with his fiddle tune in 1940."
,4,4,N,
,5,4,HT,"Wills never recorded it, but McAuliffe did in the 1960s under the name ""Bouncing Bobby"", a nickname for fiddler Bobby Bruce."
,6,4,HT,"In December 1973, Wills made his last recording with the Playboys."
,7,4,N,
,0,5,HM,"In 1941 Metronome magazine called Shamblin the most inventive guitarist since Charlie Christian, who was also a native of Oklahoma."
,1,5,N,
,2,5,N,
,0,7,HT,Shamblin was drafted into the Army in 1942.
,1,7,HT,He served for four years as a captain in General George S. Patton's Third Army in the European Theater of War and fought in the Battle of the Bulge.
,2,7,HM,"After playing with Leon McAuliffe's Western Swing Band in Tulsa, he returned to the Texas Playboys in September 1946 in Fresno, California."
,3,7,HM,"He spent ten years with the band before joining Hoyle Nix and the West Texas Cowboys in Big Spring, Texas, where they played at the Stampede Ballroom."
,0,8,HT,"After two years with the Nix band, he returned to Tulsa, managed a convenience store, and attended night school to earn a license in accounting."
,1,8,N,
,2,8,N,
,0,9,HT,"In 1970, Shamblin returned to music when he was asked to help organize a tribute to Bob Wills and played on Merle Haggard's album A Tribute to the Best Damn Fiddle Player in the World (or, My Salute to Bob Wills)."
,1,9,N,
,2,9,HM,"In the 1980s, Eldon, along with Leon McAuliffe and Junior Brown taught music at Rogers State University in Claremore, Oklahoma."
,0,11,HT,In 1983 Shamblin left The Strangers because he was tired of the touring.
,1,11,HT,"He returned to Tulsa and joined a late version of the Texas Playboys in 1983 led by Leon McAuliffe, who led the Original Texas Playboys band which had been reassembled in 1971 for the first occasion of Bob Wills Days in Turkey, Texas."
,2,11,N,
,3,11,N,
,0,12,N,
,1,12,N,
,2,12,HM,"Shamblin played the guitar with the Texas Playboys in what became the final Bob Wills recording session for MGM Records, later taking it on the road with Bob Wills on a month and half long tour of the great Northwest."
,3,12,HT,"Rock guitarist Eric Clapton called Shamblin at his home in Tulsa and offered him $10,000 for it in the early 1980s."
,4,12,N,
,5,12,HM,"Shaeffer sold the guitar to well known Vintage Guitar Dealer Larry Briggs (also of Tulsa) years later, and Briggs then traded it to Dave Crocker of Missouri for his stake in the Vintage Guitar Show(s)."
,6,12,HT,It was purchased by Mr. Proler of Texas.
,0,13,HT,The Stratocaster was loaned to guitarist and collector Joe Bonamassa for a year.
,1,13,HT,It is now back in Mr. Proler's collection.
,0,14,HT,By 1996 Shamblin was in ill health and retired from music except for rare appearances.
,1,14,HT,"He died in a nursing home in Sapulpa, Oklahoma, on August 5, 1998."
,2,14,HM,He was posthumously inducted into the Rock and Roll Hall of Fame in 1999 with Bob Wills and a select group of Texas Playboys.
,3,14,HT,He was inducted into the Oklahoma Music Hall of Fame in 2006.
,0,17,HT,"1975 S'Wonderful: 4 Giants of Swing with Jethro Burns, Curly Chalker, Joe Venuti (Flying Fish)"
,0,21,HM,1993 A Tribute to the Music of Bob Wills & the Texas Playboys (Liberty)With Merle Haggard
,0,22,HT,"1970 A Tribute to the Best Damn Fiddle Player in the World (or, My Salute to Bob Wills) (Capitol)"
,0,25,HT,1998 Farmers in a Changing WorldWith Bob Wills
,0,27,N,
,1,27,N,
,0,28,N,
,0,29,N,
,0,30,HT,"1974 Take It Away Leon, Leon McAuliffe"
,0,31,N,
,1,31,N,
,0,32,HM,"1979 Joe in Chicago, Joe Venuti (Flying Fish)"
,0,33,HT,"1979 Back to Back, Tiny Moore and Jethro Burns"
,0,34,HT,"1993 Heroes, Mark O'Connor (Warner Bros.)Source:"
