before,after,paragraphIndex,annotation,sentences
,0,0,N,
,1,0,HT,"Beginning her career as a child, Tiên later became a teen idol, participating in several singing competitions and releasing two studio albums: Nụ cười nắng mai (2007) and Tóc Tiên thiếu nữ (2008)."
,2,0,HT,"Her third solo album, My Turn (2009), projects a new, sexually-charged image which she adopted while living in the United States and performing frequently on Thúy Nga Productions' variety show, Paris by Night."
,3,0,HT,"Tiên appeared in the first season of the television series, The Remix, in 2015."
,4,0,N,
,5,0,N,
,6,0,HT,"Tiên made her film debut in Già gân, mỹ nhân và găng tơ (2015), and has signed numerous endorsement deals."
,7,0,HT,"On television, she hosted Bài hát Việt in 2008 and was a judge on The Voice of Vietnam and Vietnam Idol Kids."
,8,0,N,
,0,3,HT,"Nguyễn Khoa Tóc Tiên was born to Nguyễn Trung Kiên, a businessman, and Kim Loan, a former ballet dancer and aerobics instructor, and raised in Ho Chi Minh City, Vietnam."
,1,3,N,
,2,3,N,
,3,3,HT,"The singer has two younger brothers, one of whom received a President's Education Award in 2015."
,0,5,N,
,1,5,N,
,2,5,N,
,3,5,HT,"After she was one of the show's twelve finalists, Tiên supported musician Thế Hiến on his 2002 nationwide Đợi chờ trong cơn mưa concert tour, which marked her debut as an adult singer."
,4,5,N,
,5,5,N,
5.0,6,5,HM,"Cùng ước mơ xanh and added two years to her age. The show ended with four winners—Tóc Tiên, Nam Cường, Minh Thư and Viết Thanh—joining a short-lived group, Yo!"
,7,5,N,
,8,5,N,
,9,5,N,
9.0,10,5,HM,"Although her grades were generally good until her graduation in 2007, they sometimes suffered due to her work schedule. The singer took vocal lessons at the city's conservatory and played for her district's volleyball team."
,11,5,N,
11.0,12,5,HM,"She was the Most Notable Face in Người đẹp qua ảnh, a 2005 Fujifilm modeling contest, and was recognized for songs such as ""Tuổi teen tóc mây"", ""Rock học trò"" and ""Cô bé tóc xù"". Tiên made her acting debut when she was the first actress to portray doctor Đặng Thùy Trâm for a segment aired on the VTV3 talk show Người đương thời."
,13,5,N,
,14,5,N,
,15,5,HT,"One of eighteen Southern finalists, Tiên sang Đỗ Bảo's ""Bài hát cho em"" on 19 November 2005, live show but lost."
,16,5,HT,"Tiên contributed vocals to two tracks on Quốc Bảo's 2006 album V, including ""Chung thân"", the song that was later included in Ngọc Hiệp-directed short film Con rối."
,17,5,N,
17.0,18,5,HM,"During an interview, the singer announced that an album was in the works and she would take a year off from singing to prepare for the national university-entrance examination. Tiên said several times that she wanted to be a doctor, with her singing career a ""side job""."
,19,5,N,
,20,5,N,
,21,5,N,
,22,5,N,
,23,5,N,
,24,5,HT,"Quốc Bảo, Phương Uyên and other songwriters were enlisted for her second album, Tóc Tiên thiếu nữ, which was scheduled for release in June."
,25,5,N,
,26,5,N,
26.0,27,5,HM,"In a 2014 interview for Elle Man Vietnam, Tóc Tiên stated that her childhood was ""definitely different from [her] peers."" She added: ""Besides the pressuring study at school, I was following a singing career, I had to do photoshoots, interviews, etc."
,28,5,N,
,0,6,N,
,1,6,N,
,0,7,HM,"Early in 2011, Tiên rushed to finish a collaborative album with her long-time friend, singer Wanbi Tuấn Anh, before moving with her family to Los Angeles in March."
,1,7,N,
,2,7,N,
,3,7,N,
,4,7,N,
,5,7,HT,"By 2016, Tiên had appeared on more than forty episodes of Thúy Nga's direct-to-video variety series Paris by Night, starting with her performance of ""Tóc mây"" on the 96th installment in June 2009."
,6,7,HT,"She sang part-time to finance her education, performing in clubs and casinos across the US."
,7,7,HT,"In September 2010, Tiên made a cameo appearance on Wanbi Tuấn Anh's music video for ""Bắt sóng cảm xúc"" and was featured on the song's R&B remix."
,8,7,HT,"Her third solo studio album My Turn was released in August 2011, and includes contributions from Dương Khắc Linh, Nguyễn Hải Phong, Thanh Bùi and others."
