before,after,paragraphIndex,annotation,sentences
,0,0,HT,"Aaron Roderick Gillespie (born July 18, 1983) is an American musician, best known for being the original drummer and clean vocalist for the metalcore band Underoath, the lead singer and rhythm guitarist for the alternative rock band the Almost, as well as being the drummer of The Dangerous Summer."
,1,0,HT,"Gillespie also maintains his own solo project, and released his debut full-length album, Anthem Song on March 8, 2011."
,2,0,HT,"From 2013 to 2016, he was the touring drummer for Paramore."
,0,2,HM,"Aaron Roderick Gillespie was born on July 18, 1983, in Clearwater, Florida."
,1,2,N,
,2,2,N,
,3,2,N,
,4,2,HT,"At age 14, Gillespie worked at the church and vacuumed for $60 a week."
,5,2,N,
,6,2,N,
,7,2,N,
,8,2,HT,"In 2008 he achieved the HM magazine's Readers Award for ""favorite drummer"", along with his bandmate Timothy McTague who received ""favorite guitarist"" of 2008."
,9,2,HT,He was one of the preaching pastors at unveiledchurch.com based in the Tampa Bay area of Florida.
,0,3,N,
,1,3,HT,Gillespie left Underoath after a European tour in 2010 but later rejoined the band.
,0,4,N,
,1,4,HT,"He Is We, which was released on the album ""My Forever"" on November 23, 2010."
,2,4,N,
,0,7,HT,"Gillespie had performed on every Underoath release before Ø (Disambiguation) and first began to add clean vocals on Underoath's third album The Changing of Times, which shifted Underoath's original extreme metal music style into a more straightforward metalcore sound and was released in 2002."
,1,7,N,
,0,8,N,
,1,8,N,
,2,8,N,
,3,8,N,
,4,8,N,
,5,8,HT,"On April 5, 2010, Underoath announced that the band and Gillespie had agreed to mutually part ways pending the end of their European tour."
,6,8,HT,"On the same day, Gillespie posted a message on his personal blog."
,7,8,HT,"On August 17, 2015, in an interview article for Alternative Press, Chamberlain and Gillespie confirmed that the band was reuniting."
,0,10,N,
,1,10,N,
,2,10,N,
,3,10,N,
,0,13,N,
,1,13,HT,"In an interview released on February 8, 2015, on Emery's BadChristian podcast, Gillespie stated that he had placed lower priority on the band, citing his ""busy schedule"" (as Paramore's touring drummer, a solo artist and producer) and the ""busy schedules"" of the other band members."
,2,13,N,
,0,15,N,
,1,15,HT,"He went to The Compound recording studio in Seattle on June 28, 2010, to record the album that would eventually be released in March 2011."
,2,15,HT,"On his Twitter account on July 24, he posted ""Finished my record."
,3,15,N,
,4,15,N,
,5,15,HT,"Gillespie's solo album Anthem Song was released on March 8, 2011."
,6,15,N,
,0,16,N,
,1,16,HT,"In an interview with CBN.com, Gillespie recounted the experience and how a trip to Africa helped shape Anthem Song."
,2,16,N,
,3,16,N,
,4,16,N,
,5,16,N,
,6,16,N,
,7,16,N,
,8,16,N,
,0,17,HT,In 2016 Gillespie released the self-produced Out of the Badlands.
,1,17,HT,"Gillespie and his studio partner, Andrew Goldring, made the record at Gillespie's Salt Lake City studio, Soundcave."
,2,17,N,
,3,17,N,
,0,19,HT,"On August 26, 2013, Gillespie was officially announced as the new touring drummer for Paramore, after their previous touring drummer, Miles McPherson, suffered from an injury."
,1,19,N,
,2,19,HT,"Gillespie has stayed in the Paramore touring line-up for the next few years, playing drums on the Monumentour (Paramore's co-headlining tour with the band Fall Out"
,3,19,N,
,4,19,N,
,5,19,N,
,6,19,N,
,7,19,HT,"However, in February 2016, Gillespie clarified that his role in Paramore doesn't extend beyond live performances and that he isn't involved in the songwriting/recording process with the band."
,8,19,HT,"With the reinstatement of Paramore's original drummer and with the reunion of Underoath, Gillespie is now back with Underoath full-time."
,0,21,HT,Aaron Gillespie operated as a producer out of Soundcave Studios from 2015 to 2017.
,1,21,N,
,2,21,N,
,0,22,N,
,1,22,N,
,2,22,N,
,3,22,HT,"Gillespie and Collington crossed paths when Collington was opening for Aaron Gillespie in Boston, Massachusetts."
,4,22,HT,"Taking a liking to Collington's music, Gillespie invited Collington to Salt Lake City to create a record."
,5,22,N,
,0,24,N,
,1,24,HT,"The event is a prelude to a much larger event, held a few months later where students can practice what they learned by leading others to Christ."
,2,24,HT,Gillespie performed each day at the beginning and end of the conference.
,0,26,HT,"While on tour with Underoath in 2007 in Las Vegas, Nevada, Gillespie underwent emergency surgery due to an infected thumb."
,1,26,N,
,2,26,N,
