before,after,paragraphIndex,annotation,sentences
,0,0,HM,"Kenneth Edward ""Eddie"" London (born July 31, 1956 in Dreux, France) is a country music singer."
,1,0,HT,"Signed to RCA Nashville in 1991, he released the album Do It"
,2,0,N,
,3,0,N,
,4,0,HT,Eddie is currently a tour bus driver for touring musicians.
,0,2,HT,"Kenneth Edward London was born in Dreux, France to a military family, but lived in Syracuse, New York."
,1,2,HT,"He later moved to Nashville, Tennessee, working as a demo singer and session bass guitarist, playing for Kitty Wells and Red Sovine, among others."
,2,2,HT,"In 1991, London signed to RCA Records Nashville to release his debut album Do It"
,3,2,N,
,4,2,HT,"Ken Rosenbaum of the Toledo Blade described the album as ""30 minutes of mediocrity,"" and an uncredited review in the Miami Herald called it ""sweeter than molasses dripping over a bowl of Fruit Loops [sic]."
,5,2,N,
,6,2,N,
,7,2,N,
,0,4,N,
,0,5,N,
,0,6,N,
,0,7,N,
,0,10,N,
,0,11,N,
,0,12,N,
,0,13,N,
,0,15,N,
,0,16,N,
,0,17,N,
,0,19,N,
,0,20,N,
,0,22,N,
,0,23,N,
,0,26,N,
,0,28,N,
,0,30,N,
,0,31,N,
,0,32,N,
,0,34,N,
,0,35,N,
