before,after,paragraphIndex,annotation,sentences
,0,0,HT,"Margaret Elizabeth Lindemann (born July 21, 1998) is an American singer-songwriter."
,1,0,HT,"She is best known for her 2016 breakout single ""Pretty Girl"", which peaked at number 4 in Sweden, number 6 in Ireland, and number 8 the United Kingdom and the Netherlands."
,0,2,HM,"Margaret Elizabeth Lindemann was born July 21, 1998, in Dallas, Texas, into a German-Scottish family."
,1,2,N,
,2,2,N,
,3,2,HT,She then relocated to Los Angeles to pursue music.
,0,4,HT,"Lindemann's debut single ""Knocking On Your Heart"" was released in September 2015."
,1,4,HT,The song earned her a Top 20 spot on the iTunes Alternative Chart within 24 hours of its release.
,2,4,HT,"Her second single ""Couple Of Kids"" was released on October 30, 2015."
,3,4,HT,"On January 29, 2016, her third single ""Things"" was released, earning her another successful top 25 hit on the iTunes Alternative Chart within a day of its release."
,4,4,N,
,5,4,HT,"The official music video of her single ""Things"" was released on her YouTube channel on February 5, 2016."
,6,4,HT,"On September 29, 2016, Lindemann released the single ""Pretty Girl"", her first single since signing to 300 Entertainment."
,7,4,N,
,8,4,N,
,9,4,N,
,10,4,N,
,11,4,N,
,12,4,N,
,13,4,N,
,14,4,N,
,15,4,N,
,0,5,N,
,1,5,N,
,2,5,HT,"In March 2019, Lindemann was the supporting act for Sabrina Carpenter on the North American leg of the Singular Tour, and has also opened for The Vamps, as well as Madison Beer on her Life Support Tour in 2021."
,3,5,HT,"Lindemann released the single ""Friends Go"" on April 24, 2019."
,4,5,N,
,5,5,N,
,6,5,HT,"All four of the songs, as well as four new songs, were included on Lindemann's debut EP, PARANOIA, released on January 22, 2021."
,7,5,N,
,8,5,N,
,9,5,N,
,10,5,HT,"Her song, ""Crash and Burn"", was Radio.com Alternative Pick Of The Week from March 20–27, which landed Maggie Lindemann's first debut on Mediabase radio chart peaking at number 33."
,0,6,HT,"Lindemann hosts a podcast called ""swixxzaudio,"" sharing the name of her record label which she founded in 2020."
,1,6,HT,"On the podcast, which currently has 10 episodes and began on April 20, 2020, she has discussed various topics such as the making and release of PARANOIA."
,2,6,N,
,0,8,HT,"In 2015, a video leaked on Tumblr which showed Lindemann's then boyfriend Vine star Carter Reynolds attempting to convince Lindemann into oral sex, despite her continuously saying ""this makes me so uncomfortable""."
,1,8,HT,"In 2016, Lindemann publicly came out as bisexual."
,2,8,HT,"As of 2019, Lindemann has been dating Brandon Arreaga, a member of the boy band PRETTYMUCH."
,3,8,HT,"In 2019, while performing in Malaysia, Lindemann was escorted off the stage and arrested for performing without a professional visit pass, as required by all foreigners performing work in the country."
,4,8,HT,"She was released on bail the next day, with the event organizers pleading guilty."
,5,8,HT,"She has described the incident as ""five days of living hell""."
,0,10,N,
,1,10,HT,"She has credited rock and alternative acts of the early 2000s, such as Gwen Stefani, Avril Lavigne, Paramore, Evanescence and Flyleaf, as influences, saying, ""That's actually my favorite time in music, but I felt like I had to hide that side of myself in order to fit this pop princess vibe."""
,2,10,N,
