before,after,paragraphIndex,annotation,sentences
,0,3,HT,"Rigels Rajku was born on 27 September 1986 into a multi-religious Albanian family in the village of Sukth, then part of the People's Socialist Republic, present Albania."
,1,3,N,
,2,3,HT,"In 1997, Rajku and his family fled to London, England, as refugees to escape the war and conflicts in connection with the Albanian Civil War."
,3,3,HT,He was raised in the Woolwich neighborhood of Southeast London and subsequently developed an interest in boxing and street fighting.
,4,3,HT,"In 2006, Rajku returned to his native country and appeared on the third edition of Top Fest, as a solo artist with the song ""Jemi OTR"" and as part of his group OTR with the song ""Kështu e bëjme ne""."
,5,3,HT,"In May 2007, he collaborated with Albanian rappers J-No and Decee and returned to the competition with the song ""Kur vijm na""."
,6,3,HT,"Later that year in November 2007, he unsuccessfully participated with the song ""Veç për ty"" in the 9th edition of Kënga Magjike and failed to qualify for the contest's semi-finals."
,0,5,HT,"In 2015, Rajku launched his fashion label Illyrian Bloodline represented with five branches in Albania, Kosovo and North Macedonia."
,1,5,N,
,2,5,HM,"In March 2017, the rapper was featured on German rapper Zuna's ""Nummer 1"", which peaked at number seven in Germany and became a certified Platinum-single by the German Bundesverband Musikindustrie (BVMI)."
,3,5,HT,"In June 2018, ""Toto"", a collaboration with Austrian rapper RAF Camora released under Warner Music, was also successful in German-speaking Europe, and was certified Gold in Austria, Germany and Switzerland, respectively."
,4,5,HT,"Another collaboration followed in December 2018 with the release of ""Gango"" by Greek rapper Snik, which eventually reached number one in Greece."
,5,5,HM,"In March 2019, Rajku was invited as a special guest at the Palmen aus Plastik Tour by RAF Camora and German rapper Bonez MC in Cologne, Germany."
,6,5,HT,"In June 2019, Rajku was approached to perform at the MAD Video Music Awards 2019 in Athens, Greece."
,7,5,HT,"In October 2019, he collaborated a second time with Snik on ""Colpo Grosso"" to commercial success in the latter country."
,8,5,HT,"Peaking at number 32 in Switzerlad, the rapper released his fifth studio album, Epoka, in April 2020."
,9,5,HT,"Two months after, he released his follow-up ""All Dem Talk"" featuring German rapper Gzuz and British rapper Dutchavelli in June 2020."
,10,5,N,
