before,after,paragraphIndex,annotation,sentences
,0,0,HT,"Matthew Neal Stell (born April 19, 1984) is an American country music singer, guitarist, and songwriter."
,1,0,HT,"His song ""Prayed for You"" and his EP Everywhere but On were released in 2019."
,0,2,HT,"Stell was born in Clinton, Arkansas and raised in Center Ridge, Arkansas."
,1,2,HT,"He played basketball during high school in the Amateur Athletic Union summer league, and from 2002 to 2006, he played college basketball for Drury University for four years on an athletic scholarship."
,2,2,N,
,3,2,HT,A medical missions trip to Haiti inspired him to apply to a post-baccalaureate premedical program to complete pre-med coursework not taken as a religion and philosophy major.
,4,2,N,
,5,2,HT,"But in 2014, shortly before the program would have begun, he had the opportunity to sign a publishing deal with Wide Open Music, and he chose music over starting the part-time pre-med program."
,0,4,HT,"In the late 2000s and early 2010s, Stell played as the lead singer of the band The Crashers."
,1,4,HT,"During this time, he released three albums independently: The Sound & the Story, Vestibule Blues, and in March 2013, A River Through It, the latter two of which were on the label 124 Records."
,2,4,N,
,3,4,N,
,4,4,HT,He moved to Nashville in 2014.
,0,5,HT,"Stell released an EP, Last of the Best, on March 16, 2018."
,1,5,N,
,2,5,N,
,3,5,HT,"The song captured the attention of Barry Weiss, former president and CEO of Jive Records, who signed Stell to his label, RECORDS, in July 2018."
,4,5,N,
,5,5,HT,"Also in 2018, Stell was named a CMT Discovery Artist."
,6,5,N,
,7,5,N,
,8,5,N,
,9,5,N,
,0,6,HT,"Matt made his Grand Ole Opry debut on April 27, 2019."
,1,6,HT,"The same month, Arista Nashville and Sony Music Nashville joined the team working to promote his career."
,2,6,HT,"He makes a return appearance at the Grand Ole Opry on June 12, 2019 with Old Crow Medicine Show and the Del McCoury Band."
,3,6,HT,"In May, Taste of Country named him an Artist to Watch."
,0,7,N,
,1,7,N,
,2,7,N,
