before,after,paragraphIndex,annotation,sentences
,0,0,HT,Andrew William Burrows (born 30 June 1979) is an English songwriter and musician.
,1,0,HT,"He was the drummer in the band Razorlight from 2004 to 2009, as well as We Are Scientists from 2009 to 2014."
,0,1,HT,Burrows' first solo album The Colour of My Dreams (2008) was released while he was still a member of Razorlight.
,1,1,HT,"After he departed the band he released his first album with the solo project I Am Arrows, called Sun Comes Up Again in 2010."
,2,1,HT,His third solo album Company was released on 22 October 2012.
,0,2,N,
,1,2,HT,"He also co-wrote the soundtrack to The Snowman and The Snowdog with Ilan Eshkeri, which was nominated for a BAFTA Craft Award in April 2013."
,0,3,N,
,1,3,N,
,2,3,N,
,3,3,N,
,4,3,HT,"He co-wrote ""Sirens"" from Odell's debut album, Long Way Down, ""Here I Am"" from Wrong Crowd, and the title track of Jubilee Road."
,0,6,HT,"Burrows was born on June 30, 1979 in Winchester and he was educated at The Westgate School."
,1,6,N,
,2,6,N,
,0,8,HT,Burrows joined the band in May 2004.
,1,8,HT,"He was discovered in open audition to replace the original drummer for the band, who left in early 2004."
,2,8,HT,"Since he joined Razorlight, the group have released three albums, Up All Night which reached No. 3 in the UK Albums Chart; Razorlight which debuted at No. 1 in the UK chart and Slipway Fires which debuted at No. 4."
,3,8,HT,His first performance with Razorlight was at London's Bull and Gate on 25 May 2004.
,0,9,HT,"Burrows was seen as a key figure in shaping Razorlight's sound and songs, having co-written the hits ""America"" and ""Before I Fall to Pieces"", and more recently from the album Slipway Fires – ""Hostage of Love"", ""Burbery Blue Eyes"", ""60 Thompson"" and ""Stinger"" with Johnny Borrell."
,0,10,HT,"On 5 March 2009, Burrows left Razorlight with immediate effect, after playing for five years with the band."
,1,10,N,
,0,12,N,
,1,12,HT,His first album with the band Barbara was released in June 2010.
,2,12,HT,"The band's fifth studio album and Burrows' second with them, TV en Français was released in March 2014."
,3,12,HT,"Burrows left the band in 2014, but is still considered their honorary brother."
,0,14,HT,"Burrows first released a solo album, The Colour of My Dreams, on 26 May 2008."
,1,14,HT,"The album was released to raise awareness and funds for the ""Jack's Place"" Appeal at Naomi House, a hospice for children in his home town of Winchester."
,2,14,N,
,3,14,N,
,0,15,HT,"Eleven days after he left Razorlight, it was revealed that Burrows had signed to Universal Records, the same record label as his ex-band."
,1,15,HT,Six months later Burrows' new band I Am Arrows played their first show.
,2,15,HT,Burrows revealed that he was working with Noah and the Whale producer Eliot James and the album Sun Comes Up Again was released in August 2010 and reached No. 38 in the UK Albums Chart.
,0,16,HT,"Editors frontman Tom Smith teamed up with Burrows to form Smith & Burrows - they released their debut album Funny Looking Angels in November 2011, an album of winter songs featuring the single ""When the Thames Froze""."
,0,17,HT,"Burrows's solo project saw the release of his album Company on 22 October 2012, which received critical acclaim."
,1,17,N,
,0,19,HT,"In November 2013, it was announced Burrows would join Ricky Gervais satire-based band Foregone Conclusion, for a nominal period of time as musical director."
,1,19,HT,Before the close of that year the Burrows played three shows as MD and drummer of the band.
,2,19,N,
,3,19,N,
,0,20,HT,"In 2018, he collaborated with the British author Matt Haig for the album Reasons To Stay Alive."
,1,20,N,
,2,20,N,
,3,20,N,
,0,22,HT,"Burrows played drums on the Arthur soundtrack produced by Mark Ronson One of the songs is currently the theme tune to the ITV chat show, The Jonathan Ross Show."
,1,22,N,
,2,22,N,
,3,22,HT,I Am Arrows album features in the film Friends with Benefits.
,4,22,N,
,5,22,HT,"Collaborating with Eshkeri, Burrows co-wrote the soundtrack to the new film as well as writing and performing the official single from the film, ""Light the Night""."
,6,22,N,
,7,22,HT,The score was nominated for a BAFTA craft award in April 2013.
,8,22,HT,"In early 2015, Burrows featured on a re-recording of Kate Miller-Heidke's song ""Share Your Air"", replacing the vocals of Passenger."
,0,23,HT,"Burrows composed the soundtrack for Ricky Gervais' 2019 TV series, After Life."
,0,25,HT,"Burrows resides in Hackney with his wife and his two daughters, Chloe and Joni."
,1,25,N,
,2,25,HT,The two met at Glastonbury Festival in 2005 through Burrows' friendship with Smith's girlfriend Edith Bowman.
