before,after,paragraphIndex,annotation,sentences
,0,0,HT,"Gwilym Simcock (born 24 February 1981) is a Welsh pianist and composer working in both jazz and classical music, often blurring any distinction between the two musical forms."
,0,1,HT,Simcock was chosen as one of the 1000 Most Influential People in London by the Evening Standard.
,1,1,HT,He was featured on the front cover of the August 2007 issue of the UK's Jazzwise Magazine.
,0,3,HT,"Simcock was born in Bangor, Gwynedd."
,1,3,N,
,2,3,HT,"He studied classical piano, French horn and composition at Chetham's School, Manchester, where he was introduced to jazz by pianist and teacher Les Chisnall and bassist and teacher Steve Berry."
,3,3,HT,"He studied jazz piano at The Royal Academy of Music, London with John Taylor, Nikki Iles, Nick Weldon and Geoff Keezer."
,0,4,N,
,1,4,N,
,0,7,N,
,1,7,N,
,0,8,HT,"On 5 October 2008, he was featured in an evening at the King's Place Opening Festival in which he performed four concerts leading four different groups including a duo with John Taylor."
,0,9,HT,"His trio, which has performed at festivals and venues worldwide such as the North Sea Jazz Festival 2007, now features James Maddren (drums) and Yuri Goloubev (bass), while his debut album featured Stan Sulzmann, John Parricelli, Phil Donkin, Martin France and Ben Bryant."
,0,10,HT,He was chosen by Chick Corea for a solo concert performance and live recording at Klavier Festival Ruhr 2007.
,1,10,N,
,2,10,HT,"In 2011 his album Good Days At Schloss Elmau was one of the twelve nominees for the Mercury Music Prize, ultimately losing to PJ Harvey's Let England Shake."
,3,10,HT,"He was a member of Tim Garland's Lighthouse Trio, however left in 2013 being replaced by John Turville."
,4,10,N,
,5,10,N,
,6,10,N,
,0,11,HT,"He also plays French horn and has played with the National Youth Jazz Orchestra (NYJO), the BBC Big Band, and with Kenny Wheeler on his 2003/2005 tour."
,0,12,HT,In recent times he has been on tour with legendary US guitarist Pat Metheny in a quartet featuring Linda Oh and Antonio Sanchez.
,0,14,N,
,0,16,N,
,0,19,HT,"Guest soloist on Mark Antony Turnage's commission with London Sinfonietta for the re-opening of the Southbank Centre at Queen Elizabeth Hall, June 2007"
,0,21,N,
,0,22,HT,"Performed the première of Tim Garland's piano concerto with the Northern Sinfonia, May 2005"
,0,38,HT,"Close to You – Kathleen Willison (Basho, 2004)"
,0,40,HT,"If the Sea Replied – Tim Garland (Sirocco Music, 2005)"
,0,41,HT,"Take me home – Kaz Simmons (33 Jazz Records, 2005)"
,0,42,HT,"Heart Luggage – Klaus Gesing (ATS Records, 2006)"
,0,44,HT,"Traces – Dan Stern (Kvetch, 2007)"
,0,45,HT,"Due North – Tim Garland (Jazzaction, 2007)"
,0,46,HT,"Reverence – Spike Wells (Audio-B, 2007)"
,0,47,N,
,1,47,HT,"1: 2000's – Bill Bruford's Earthworks (Summerfold Records, 2007)"
,0,49,N,
,0,50,HT,"Smoke and Mirrors – Tom Richards Orchestra (Candid, 2008)"
,0,52,HT,"Finally Beginning – John Warren (Fuzzy Moon, 2008)"
,0,54,HT,"Howeird – Sam Crockatt Quartet (Loop, 2009)"
,0,55,HT,"Metafore Semplici – Yuri Goloubev (Universal, 2009)"
,0,56,HT,"Libra – Tim Garland (Global Mix, 2009)"
,0,57,HT,"Following On – John Warren (Fuzzy Moon, 2009)"
,0,59,HT,"Internationally Recognised Aliens - (Basho records, 2013)"
,0,61,HT,"From This Place - Pat Metheny (Nonesuch Records, 2020)"
,0,67,HT,Reverie at Schloss Elmau  Gwilym Simcock  / Yuri Goloubev (ACT Music 2014)
