before,after,paragraphIndex,annotation,sentences
,0,0,HT,"Joseph C. Smith (August 13, 1883 – March 22, 1965) was an American violinist, composer, dance band leader and recording artist most popular in the second and third decades of the 20th century."
,0,2,HT,"Joseph Cyrus Smith was born in Sag Harbor, New York in 1883."
,1,2,N,
,2,2,HT,"He was a working musician by the time he was 16, and by 1903 was known for working in dance bands."
,3,2,HT,"In 1914 he landed the important post as resident dance band at New York's Plaza Hotel, where he stayed for nine years."
,4,2,HT,He moved to Montreal and began a sequence of broadcasts on station CKAC.
,5,2,HT,"In the late 1920s he traveled widely as leader, including Canada, Europe, and both coasts of the United States."
,6,2,HT,From the 1920s through the 1940s he worked as an arranger for the Robbins Music Corporation.
,7,2,HT,"He settled down in the New York City area in the 1930s, and retired in 1945, moving to Florida."
,8,2,HT,"He died of a myocardial infarction at a Miami Beach hospital on March 22, 1965."
,9,2,N,
,0,4,HT,Smith was instrumental in the transition from the heavy sound of military marching bands so popular before World War 1 to the lighter sounding dance music of the 1920s.
,1,4,N,
,2,4,N,
,3,4,N,
,4,4,N,
,0,6,HT,Smith was active as a recording artist from 1916 until 1925.
,1,6,HT,"He first recording session was for Victor, and his first recordings met with mediocre success, but in late 1917 several of his records became big sellers."
,2,6,N,
,3,6,HT,"His recording of Smiles, featuring Harry Macdonough on vocals, is estimated to have been the #1 record for a week in August 1918."
,4,6,N,
,5,6,HT,"By 1922 his records were not selling as well, and he made his last recordings for Victor in March of that year."
,6,6,HT,He then recorded briefly for Brunswick Records in 1923.
,7,6,HT,He last recorded in Montreal in 1925.
