before,after,paragraphIndex,annotation,sentences
,0,0,HT,"Phillip Geoffrey Targett-Adams (born 31 January 1951), known professionally as Phil Manzanera, is an English musician and record producer."
,1,0,HT,"He was the lead guitarist with Roxy Music, 801, and Quiet Sun."
,2,0,HM,"In 2006, Manzanera co-produced David Gilmour's album On an Island, and played in Gilmour's band for tours in Europe and North America."
,3,0,N,
,0,2,HT,"Manzanera was born in London, England, to a Colombian mother (nee Manzanera) and an English father, who worked for BOAC and spent most of his childhood in different parts of the Americas, including Hawaii, Venezuela, Colombia, and Cuba."
,1,2,HT,"It was in Havana, Cuba, living opposite Batista that the young Manzanera, aged six, encountered his first guitar, a Spanish guitar owned by his mother."
,2,2,N,
,0,3,HT,"In Venezuela, the eight-year-old Manzanera started experimenting with the sounds of the electric guitar."
,1,3,HT,"During his teenage years he was absorbing the twin influences of 1960s rock and roll and Latin American rhythms of merengue music, cumbia, and particularly the boleros of the Mexican Armando Manzanero."
,0,4,HM,"In his late teens Manzanera – then a boarder at Dulwich College in south east London, England, where his brother was also a student – formed a series of school bands with his friends Bill MacCormick, later a member of Matching Mole and Random Hold, MacCormick's brother Ian (better known as music writer Ian MacDonald) and drummer Charles Hayward, later of This Heat and Camberwell Now."
,1,4,HM,"Among the younger students at the school who saw the older boys performing in these various bands were Simon Ainley (later in 801), David Ferguson and David Rhodes; Ainley was briefly the lead vocalist for 801 in 1977, and all three were members of the late-1970s progressive group Random Hold; Rhodes subsequently became a long-serving member of Peter Gabriel's backing band."
,0,5,HT,The final incarnation of Manzanera's Dulwich College bands – a psychedelic outfit dubbed Pooh & The Ostrich Feathers – evolved into the progressive rock quartet Quiet Sun with the addition of keyboard player Dave Jarrett.
,1,5,HT,"They wrote a number of original songs and instrumental pieces, none of which were recorded until years later, and the band broke up when McCormick joined Matching Mole, but Manzanera briefly revived the group in 1975 to record a full LP of their original music during the making of his first solo album Diamond Head; later he included two other previously unrecorded Quiet Sun tracks on his 2008 album Firebird V11, which also featured Charles Hayward."
,0,8,HT,"Manzanera was determined to join a professional band, and in October 1971 he was one of about twenty players who auditioned as lead guitarist for the recently formed art rock band Roxy Music."
,1,8,N,
,2,8,HT,"Influenced by his childhood sojourns in Latin America, and his stints at boarding school, he came to know several prominent musicians including Soft Machine's Robert Wyatt and Pink Floyd's David Gilmour, who was a friend of his older brother, Eugene."
,3,8,HT,"He joined Roxy Music in 1972; his bandmates at this time were Bryan Ferry, Brian Eno, Paul Thompson, Andy Mackay, and Graham Simpson."
,4,8,N,
,5,8,N,
,6,8,N,
,0,16,HT,"""Take a Chance with Me"" (Avalon, 1982)Manzanera also received sole composer credit on the following Roxy Music song:"
,0,17,N,
,1,17,N,
,2,17,N,
,3,17,N,
,0,19,N,
,1,19,N,
,2,19,HT,"Manzanera co-wrote Pink Floyd's single ""One Slip"" from their 1987 A Momentary Lapse of Reason album."
,0,20,HT,"Manzanera's first solo album Diamond Head (1975) featured an all-star line-up of session contributors, including most of the former and current members of Roxy Music, except Bryan Ferry."
,1,20,HT,"Brian Eno co-wrote and sang on two tracks (""Big Day"" and ""Miss Shapiro""), Paul Thompson, Eddie Jobson and Andy Mackay all contributed, and Roxy's occasional tour bassist John Wetton (ex Family, and then a member of King Crimson) played bass and duetted on vocals (with Doreen Chanter on ""Same Time Next Week"")."
,2,20,HT,"Robert Wyatt co-wrote and sang (in Spanish) on ""Frontera"", and the members of Manzanera's pre-Roxy group Quiet Sun featured on the instrumental tracks."
,3,20,N,
,0,21,N,
,1,21,HT,"The group comprised Manzanera, with Eno on vocals, synth and treatments, Quiet Sun bassist Bill MacCormick, Curved Air keyboardist Francis Monkman, 19-year-old drumming prodigy Simon Phillips, and slide guitarist Lloyd Watson, who had previously performed as a solo support act for Roxy Music."
,2,21,N,
,3,21,N,
,0,22,N,
,1,22,N,
,2,22,N,
,3,22,N,
,4,22,N,
,5,22,HT,"A live performance at Manchester University in Nov. 1977, with Ainley on vocals and guitar, and appearances by special guests Andy Mackay, Kevin Godley and Lol Creme, was recorded on 24-track tape, but the recording remained unreleased until 1997."
,6,22,HT,"Manzanera's second solo album K-Scope (1978) was originally intended to be the second 801 studio album, and indeed it featured many of the same personnel from Listen Now, including Ainley, Bill and Ian McCormick, John Wetton, Simon Phillips, Mel Collins, Tim and Neil Finn, Eddie Rayner, Godley and Creme, and keyboard player Dave Skinner."
,7,22,HT,"According to Ainley, he was slated to perform the lead vocal tracks, and he contributed to the composition of the track ""Slow Motion TV"", but by his own account he had a severe cold the day he began recording his vocals and could not hit the notes; as a result Manzanera replaced him with Tim Finn, and Ainley contributed only rhythm guitar to a couple of tracks."
,8,22,N,
,9,22,N,
,10,22,HT,"It was intended as a retrospective of his musical influences and stylistic growth, interpreted through a series of solo pieces that represent various stages in his life – childhood in South America, adolescence in London, his work in Roxy Music and 801, and other projects."
,11,22,N,
,12,22,N,
,13,22,HM,"In the 1990s, Manzanera performed in concerts all over the world, including at Guitar Legends, the five-day guitar festival in Seville, where he was musical director for the event as well as playing with Bob Dylan, Keith Richards, Jack Bruce, Vicente Amigo, Dave Edmunds, Joe Satriani, Steve Cropper, Aterciopelados, Robert Cray and Richard Thompson."
,14,22,N,
,15,22,N,
,16,22,HT,"Manzanera ended the 20th Century by appearing with Bryan Ferry at the British Gas Millennium Concert at Greenwich, the first time they had performed together in 18 years."
,17,22,HT,"Manzanera produced in 1993 the highly acclaimed album Severino from the Brazilian rock band Os Paralamas do Sucesso, which included a participation by Brian May."
,0,23,HT,"Firebird V11 (2008) was another all-instrumental album, recorded with a 3-piece backing group that included his old Quiet Sun bandmate Charles Hayward on drums, Polish jazz pianist Leszek Możdżer and bassist Yaron Stavi from the Gilad Atzmon band."
,1,23,N,
,2,23,HT,"As the title indicates, the album is a tribute to, and feature for, Manzanera's signature guitar, the red-and-black Gibson Firebird V11 guitar which he has played throughout his career  – he can be seen holding the guitar in the ""centrefold"" photograph on Roxy Music's second album For Your Pleasure in 1972, and a photographically distorted image of it was used on the cover of Primitive Guitars."
,0,25,N,
,1,25,N,
,0,26,N,
,1,26,N,
,2,26,HT,"Wyatt's critically acclaimed album, Comicopera, was recorded at Gallery in 2007."
,0,27,HT,"Manzanera began singing on his own albums with Vozero in 2001, followed by 6pm in 2004 and 50 Minutes Later in 2005."
,0,28,HT,"He appeared at The Strat Pack celebration concert at Wembley Arena in 2005, alongside other musicians such as Hank Marvin, Ronnie Wood and David Gilmour."
,0,29,HT,He also collaborated with Eno and David Byrne on 2008's Everything That Happens Will Happen Today.
,0,30,HT,"Between 2003 and 2008, he collaborated with Colombian artist/sculptor Lucho Brieva on the Corroncho project."
,1,30,N,
,2,30,N,
,3,30,HT,"The album includes the musical styles of salsa, cumbia, pop music, ballads and chillout and has guest appearances from Robert Wyatt, Paul Thompson, Enrique Bunbury, Chrissie Hynde, Annie Lennox, Quimi Portet, Gilad Atzmon, and one of Cuba's top pianists Aldo Lopez Gavilan."
,4,30,N,
,5,30,N,
,6,30,N,
,7,30,N,
,0,31,N,
,0,33,N,
,1,33,HT,Manzanera also played rhythm guitar on Gilmour's world tour to support the album in 2006 and appears in Gilmour's concert films Remember That Night and Live in Gdańsk.
,0,34,N,
,1,34,N,
,2,34,N,
,0,37,HT,"Manzanera has played a variety of instruments throughout his career, but he is best known for his ""signature"" guitar, a 1964 'Cardinal Red' Gibson Firebird VII, with gold-plated pick-ups and tuners."
,1,37,HT,"This guitar became widely known to fans after Manzanera posed with it during the photo session that produced the inner gatefold photo for Roxy Music's second album For Your Pleasure in 1972, and he has used it regularly throughout his career."
,2,37,N,
,3,37,N,
,4,37,N,
,0,38,HT,"Beginning in the early days of Roxy Music, Manzanera's guitar sound was often heavily treated using various electronic devices and techniques, including processing the output of his guitar through Eno's synthesizers, both in the studio and on stage."
,1,38,N,
,2,38,N,
,0,40,HT,"In 1977, Manzanera purchased St. Anne's Court, in Chertsey, consisting of a coach house, which Manzanera converted into a recording studio and a main house, designed in 1936 by the architect, Sir Raymond McGrath."
,1,40,N,
,0,42,HT,"Manzanera sold the property to 3Dlabs founder, Osman Kent, in 1997."
,0,44,HT,"Asteroid 72801 Manzanera, discovered by Marc Buie at Kitt Peak National Observatory in 2001, was named in his honour."
,1,44,N,
,0,51,HT,Wetton Manzanera (with John Wetton) (1986)
,0,52,HT,Crack The Whip (with Andy Mackay) (1988)
,0,53,HT,Up in Smoke (with Andy Mackay) (1989)
,0,54,HT,Mato Grosso (with Sergio Dias) (1990)
,0,56,HT,Boleros Hoy (with Tania Libertad) (1991)
,0,64,HT,Caught by the Heart (with Tim Finn) (2021)
,0,66,HT,"Live at the Karl Marx, Havana (with Grupo Moncada) (1992)"
,0,95,HT,The End... (with Nico) (1974)
,0,97,HT,Neuromantic (with Yukihiro Takahashi) (1981)
,0,100,HT,Rattle That Lock (with David Gilmour) (2015)
,0,105,HT,"Tania Libertad: ""Boleros Hoy"" (1991)"
,0,106,HT,Nina Hagen: Revolution Ballroom (1993)
,0,108,HT,Os Paralamas do Sucesso: Severino (1994)
,0,110,HT,Antonio Vega: Océano de Sol (1994)
,0,112,HT,"Robi Draco Rosa: ""Vagabundo"" (1996)"
,0,113,HT,"Enrique Bunbury: ""Radical Sonora"" (1997)"
,0,114,HT,"Monica Naranjo: ""Minage"" (2000)"
,0,115,HT,David Gilmour: On an Island (2006)
,0,116,HT,"Enrique Bunbury: ""Hellville deluxe"" (2008)"
,0,119,HT,David Gilmour: Rattle That Lock (2015)
