before,after,paragraphIndex,annotation,sentences
,0,0,HT,"Kul Prasad Pokhrel (Nepali:कुल पोखरेल) (September 21, 1981 – October 4, 2004) was a Nepalese singer-songwriter."
,1,0,N,
,2,0,HT,"He died in 2004, possibly of drug overdose."
,3,0,HT,"Pokhrel was born in Butwal, Nepal."
,4,0,N,
,5,0,N,
,6,0,HT,While singing to his relatives they thought he would become one of the biggest singers of Nepal.
,7,0,HT,"Then he recorded a song called ""Sun Meri Mayalu"" which became a blockbuster song."
,8,0,N,
,9,0,N,
,10,0,HT,"Cool Pokhrel had many hit songs in Nepal such as ""Sun meri mayalu"", ""Bolauda kheri boldinou"", ""Yespali dashin ma"" and ""Mritu ko chyan""."
,11,0,N,
,0,2,HT,"Kul Prasad Pokhrel was born on September 21, 1981 at Butwal, Nepal."
,1,2,HT,"After he moved to Pokhara to get SLC he studied at Gyanu Babu Boarding School, Pokhara."
,2,2,HT,After successfully achieving his School Leaving Certificate he moved back to Butwal.
,3,2,HT,In an interview he described his favourite place as Pokhara.
,4,2,HT,Later he moved to London to get a diploma in Business Administration.
,5,2,HT,"When he was about to move to the United States to get higher education, he came back to Nepal to start a music career."
,6,2,N,
,0,5,HT,"Cool Pokhrel started his career in 1999 with his first song (""Sun Meri Mayalu"") which became an instant hit in Nepal."
,1,5,N,
,2,5,N,
,3,5,N,
,0,7,N,
,1,7,HT,"His last song project was ""Suun Ko Bala"", which is now performed by Avinash Ghising."
,2,7,HT,"Fifteen years later, a pop artist remixed his song ""Yespali Dashin"", making a number of fans angry at Jhilkey Badal or Badal Parasi; however, it started Jhilkey Badal's career."
,0,9,N,
,1,9,N,
,2,9,N,
,0,11,N,
,1,11,N,
,2,11,N,
,3,11,N,
,4,11,N,
,5,11,N,
,6,11,N,
,7,11,N,
,0,15,N,
