before,after,paragraphIndex,annotation,sentences
,0,0,N,
,0,1,N,
,1,1,N,
,2,1,HT,"One year later, he started working with Thomas Bangalter from the electronic music duo Daft Punk, with whom he formed the group Together, releasing just two songs ""So Much Love to Give"" and ""Together""."
,3,1,N,
,4,1,N,
,0,4,HT,"Hello My Name Is DJ Falcon (12"") Roulé 1999"
,0,10,HT,"La Mouche (12"", Ltd, S/Sided) La Mouche (DJ Falcon) Cassius 1999"
,0,12,HT,"La Mouche (CD, Maxi) 	La Mouche (DJ Falcon) Virgin France S.A. 1999"
,0,13,HT,LRD (CD) La Mouche (DJ Falcon M) Revolution Magazine 	2000
,0,14,HT,"Sessions Ten - Subliminal Sessions (2xCD, Mixed, Comp) La Mouche (Choo Choo) Defected 2000"
,0,15,HT,"DJ Mix (CD, Comp, Mixed) La Mouche (DJ Falcon) Virgin 2002"
,0,18,HT,"MTV's House In Montmartre (CD, Comp) La Mouche (DJ Falcon) Virgin France S.A. 2002"
,0,20,HT,"My House In Montmartre (CD, Promo, Car) La Mouche (DJ Falcon R) Virgin France S.A. 2002"
,0,21,N,
,0,23,N,
