before,after,paragraphIndex,annotation,sentences
,0,0,HT,"Guillaume le Vinier (c. 1190–1245) was a cleric and trouvère, one of the most prolific composers in the genre."
,1,0,N,
,2,0,HT,He wrote Marian songs and even an imaginary dialogue with a nightingale.
,3,0,HT,"His work can be dated with some precision: the poem ""En tous tens"" is quoted in the Roman de la violette, which was written around 1225."
,4,0,N,
,5,0,N,
,6,0,N,
,7,0,N,
,8,0,HT,"Guillaume  is called 'magister' in a charter of 1245 and 'maistre' in manuscript copies of his songs, so was certainly a cleric."
,9,0,N,
,10,0,HT,"Nonetheless, a charter of 1245 notes that he married a certain Hauydis, who remarried one Robert de Humbercourt on the death of Guillaume."
,11,0,HT,Guillaume was well-connected to the other trouvères active in and around Arras.
,12,0,N,
,13,0,N,
,14,0,N,
,15,0,N,
,16,0,N,
,17,0,N,
,18,0,N,
,19,0,HT,"The date of Guillaume's death must be before Pentecost (4 June) in the year of 1245, since he is inscribed in the Necrology of the Confrérie des jongleurs et des bourgeois d'Arras for that year."
,0,2,N,
,0,4,N,
,0,7,N,
,0,10,N,
,0,20,N,
,0,22,N,
,0,25,N,
,0,26,N,
,0,31,N,
,0,34,N,
,0,35,N,
,0,36,N,
,0,40,N,
,0,41,N,
,0,42,N,
,0,44,N,
,0,45,HT,"Constans, L., Chrestomathie de l'ancien français (IXe-XVe siècles), précédée d'un tableau sommaire de la littérature française au Moyen Âge et suivie d'un glossaire étymologique détaillé."
,1,45,N,
,0,46,N,
,1,46,N,
,2,46,N,
,0,47,N,
,0,48,N,
,0,49,HT,"Les poésies de Guillaume le Vinier, Philippe Ménard, éd., Genève, Droz; Paris, Minard (Textes littéraires français, 166), 1970, [iv] + 285 pages."
,1,49,N,
,2,49,HT,"Reviewed by Jacques Ribard, Cahiers de civilisation médiévale, Vol. 14, numéro 55 (juillet-septembre 1971), p. 292-293 [ www.persee.fr/web/revues/home/prescript/article/ccmed_0007-9731_1971_num_14_55_1898_t1_0292_0000_1  ]."
,0,50,HT,"Rivière, Jean-Claude, « Le vocabulaire dialectal dans les pastourelles des trouvères d'Arras », Mélanges de langue et littérature françaises du Moyen Âge et de la Renaissance offerts à Monsieur Charles Foulon, professeur de langue et littérature françaises du Moyen Âge et de la Renaissance, par ses collègues, ses élèves et ses amis."
,1,50,N,
,2,50,N,
,0,51,N,
,1,51,HT,"Texte critique avec les variantes de tous les manuscrits », in Mélanges de philologie romane et d'histoire littéraire offerts à M. Maurice Wilmotte, professeur à l'Université de Liège, à l'occasion de son anniversaire d'enseignement, Paris, Champion, 1910, vol. 2, p. 785-814."
