before,after,paragraphIndex,annotation,sentences
,0,0,HT,"Patrick Martin Stumph (born April 27, 1984), known professionally as Patrick Vaughn Stump, is an American musician, singer, and songwriter."
,1,0,HT,He is the lead vocalist and rhythm guitarist of the rock band Fall Out
,2,0,HT,"Boy, originally from Wilmette, Illinois."
,3,0,N,
,4,0,N,
,5,0,HT,"Boy has achieved four top ten singles on the US Billboard Hot 100 and four number one albums on the Billboard 200, firstly with Infinity on High  in 2007, and again in 2013 with Save Rock and Roll, 2015 with American Beauty/American Psycho, and 2018 with Mania."
,6,0,N,
,7,0,HT,"After Fall Out Boy's hiatus in late 2009, Stump released his debut solo album, Soul Punk, on October 18, 2011."
,8,0,N,
,9,0,HT,He toured in the US and Europe in support
,0,3,HT,"Stump was born in Evanston, Illinois to David, a folk singer, and Patricia (née Vaughn) Stumph, an accountant."
,1,3,N,
,2,3,HT,"He grew up in Glenview, Illinois and attended Glenbrook South High School."
,3,3,HT,His parents divorced when he was eight years old.
,4,3,N,
,5,3,N,
,6,3,N,
,7,3,N,
,0,6,HT,"Fall Out Boy's founding guitarist Joe Trohman met Stump over a mutual musical interest, and introduced Stump to bassist Pete Wentz."
,1,6,N,
,2,6,N,
,3,6,N,
,4,6,N,
,5,6,N,
,6,6,N,
,7,6,N,
,8,6,N,
,9,6,N,
,10,6,N,
,11,6,N,
,12,6,N,
,13,6,N,
,14,6,N,
,15,6,N,
,16,6,N,
,17,6,N,
,18,6,N,
,19,6,N,
,0,7,N,
,1,7,N,
,2,7,N,
,3,7,N,
,4,7,N,
,5,7,N,
,6,7,N,
,7,7,N,
,8,7,N,
,9,7,N,
,10,7,N,
,11,7,N,
,12,7,HT,"In late 2009 the band took an indefinite break to ""decompress"", with the band members embarking on various side projects, with Stump going solo, Trohman and Hurley forming heavy metal supergroup The Damned Things, and Wentz starting the electropop/experimental group Black Cards."
,13,7,N,
,14,7,N,
,15,7,N,
,16,7,N,
,17,7,N,
,18,7,HT,"In October 2013, they released a new EP, PAX AM Days which they recorded in a two-day session with producer Ryan Adams."
,19,7,N,
,20,7,N,
,21,7,N,
,22,7,N,
,23,7,N,
,24,7,N,
,25,7,N,
,26,7,N,
,27,7,N,
,28,7,N,
,0,9,N,
,1,9,N,
,2,9,N,
,3,9,N,
,4,9,N,
,5,9,N,
,6,9,N,
,7,9,N,
,8,9,N,
,9,9,N,
,10,9,N,
,11,9,N,
,12,9,N,
,13,9,N,
,14,9,N,
,15,9,N,
,16,9,N,
,17,9,N,
,18,9,N,
,19,9,HT,"The next day (the Tuesday he was referring to), Stump released a remix of a Soul Punk track, ""This City"", featuring rapper Lupe Fiasco."
,20,9,N,
,21,9,N,
,22,9,N,
,23,9,N,
,24,9,N,
,25,9,N,
,26,9,HT,"His five-piece backing band consists of bassist Matt Rubano (formerly of Taking Back Sunday), guitarist Michael Day, keyboardist/saxophonist Casey Benjamin (who has performed with Mos Def and Q-Tip), and drummer Skoota Warner."
,27,9,HT,With the addition of Janice Cruz Brooks singing background vocals for the New York City shows at Joe's Pub.
,28,9,N,
,29,9,N,
,30,9,N,
,31,9,N,
,0,10,HT,"In May 2011, Stump was the opening act for Bruno Mars and Janelle Monáe on their ""Hooligans In Wondaland Tour"" for four shows."
,1,10,HT,"He began his second US tour (first full-length headline tour) August 3, 2011."
,2,10,HT,Prior to that he performed at Fuji Rock Festival in Japan on July 30.
,3,10,HT,As part of his US tour he played Lollapalooza in Chicago.
,4,10,HT,He announced a month-long US fall tour in support of Panic!
,5,10,N,
,6,10,HT,"After the tour, he headlined the Metro in Chicago."
,7,10,N,
,8,10,HT,"His TV guest appearances include Good Morning New Orleans, The Tonight Show with Jay Leno, and Hoppus on Music."
,0,11,HT,"In a blog post in February 2012 after disappearing from the internet, Stump mentioned that he would halt performing."
,1,11,HT,"He stated that the relentless criticism he has received from Soul Punk and Fall Out Boy's latest release, Folie à Deux, felt like ""some big cosmic sign that says I should disappear"" and that although he was prepared for criticism, he was not prepared to accept that people who ostensibly supported something he was involved in would turn into ""haters"" and attack his ambition and slimmed down image."
,2,11,N,
,3,11,HT,"""On May 20, he returned to blog and offer an explanation of his lack of updates and his music career."
,4,11,HT,"Confirming by saying: ""I won't ever quit music, I just may not release some of my own for a little bit"" and that he may tour to support Soul Punk in the future."
,5,11,HT,He says that in the last 6 months of going silent he has taken acting classes and co-written and collaborated with other musicians.
,6,11,N,
,7,11,HT,"As of February 2013, Soul Punk has sold 23,000 copies in the US."
,8,11,HT,"On November 30, 2014, when asked if another solo album would be made, Stump responded, ""There's hope but it will be a minute."
,9,11,HT,"""On July 18, 2016, Stump won Best Vocalist at the 2016 Alternative Press Music Awards for his efforts in Fall Out Boy."
,0,13,N,
,1,13,N,
,2,13,N,
,3,13,HT,He was featured in a song by hip-hop group The Roots originally intended for their 2008 album Rising Down.
,4,13,HT,"In 2008, he executive- and co-produced The Cab's Whisper War and Gym Class Heroes' The Quilt, as well as several tracks on Tyga's No Introduction."
,0,14,N,
,1,14,HT,"Among various others, he made a ""Queen Of Apology"" remix for The Sounds on the Snakes on a Plane soundtrack, a remix of the Fall Out Boy single ""Dance, Dance"" available on the ""Sugar, We're Goin' Down"" EP, a ""Sugar, We're Goin Down"" remix on Fall Out"
,2,14,N,
,3,14,N,
,4,14,HT,"On February 1, 2009, Gretsch released the G5135CVT-PS Patrick Vaughn Stump Signature Series ""STUMP-O-MATIC"" Electromatic® CVT, based on their model body with personal stylings by Patrick Stump such as a ""kill switch"" and stripes."
,5,14,HT,"Also, Stump signed and gave away two of his signature guitars that he used to record Fall Out"
,6,14,N,
,7,14,N,
,8,14,HT,"Stump appeared as a guest with Daryl Hall from Hall and Oates on Live From Daryl's House, playing guitar on several of Hall and Oates' own songs, as well as on a couple of Fall Out"
,9,14,N,
,10,14,HT,"""During the production of Soul Punk, Stump contributed a cover of Buddy Holly's ""Everyday"" to the 2011 tribute album, Listen to Me: Buddy Holly to a positive reception."
,11,14,N,
,12,14,N,
,13,14,HT,"On September 23, 2012, Stump contributed lead guitar and vocals for a performance of ""Black Hole Sun"" with Robert Glasper Experiment at the London iTunes Festival."
,14,14,HT,"He later contributed vocals to the track ""I Stand Alone"", on the album Black Radio 2, which premiered September 23, 2013."
,15,14,N,
,16,14,N,
,17,14,HT,"In late 2014, he appeared on reality TV shows The Voice as an advisor and on The Sing-Off."
,18,14,HM,"On November 5, 2015, it was announced that Stump had written and produced a song called Trophy Boy for the soundtrack of upcoming animated film Charming to be sung by High School Musical star Ashley Tisdale, Avril Lavigne and G.E.M. Stump composed an original ride score for the on-ride audio system for the enhanced Incredible Hulk Coaster, a roller coaster at Islands of Adventure theme park in Orlando, which re-opened on August 4, 2016."
,19,14,HT,"In early 2016, he was revealed to be contributing to Blink-182's fifth studio album, California."
,20,14,N,
,21,14,N,
,22,14,N,
,23,14,N,
,24,14,N,
,0,16,N,
,1,16,N,
,2,16,N,
,3,16,HT,Stump wrote the theme song and is the composer for 2021 animated television series Spidey and His Amazing Friends on Disney Junior.
,0,18,HT,"In January 2008, Stump was a guest star on the television crime-drama Law & Order."
,1,18,N,
,2,18,N,
,3,18,N,
,4,18,HT,"Stump made a short film in 2009, Moustachette which has been shown at film festivals."
,5,18,N,
,6,18,N,
,7,18,HT,"Stump guest-starred as a lab technician on an episode of House in the episode ""We Need the Eggs"" (season 8, episode 17), which aired on April 16, 2012."
,8,18,HT,He also made a cameo appearance in the 2008 film Sex Drive along with his Fall Out Boy bandmates.
,0,19,HT,"Alongside his live-action appearances, Stump has partook in a few voice acting roles, particularly in a handful of Robot Chicken sketches and, most recently, providing the voice for the character Ruberiot in the Disney XD cartoon Star vs. the Forces of Evil, where he also provided his vocal talents for the song ""The Ballad of Star Butterfly""."
,0,23,HT,"Stump married his longtime girlfriend, Elisa Yao, in 2012."
,1,23,N,
