before,after,paragraphIndex,annotation,sentences
,0,0,HT,"Fodéba Keïta (January 19, 1921 in Siguiri – May 27, 1969 at Camp Boiro) was a Guinean dancer, musician, writer, playwright, composer and politician."
,1,0,N,
,0,2,N,
,1,2,N,
,0,4,HT,"During his law studies in Paris in 1948, he founded the band Sud Jazz."
,1,4,HT,"Beginning in the late 1940s, he founded Théâtre Africain (later Les Ballets Africains), a successful ballet group which toured Africa for six years and later became the national dance company of Guinea; then president of Senegal Léopold Sédar Senghor held it in high esteem."
,2,4,HT,"With Kanté Facély and Les Ballets Africains, he became instrumental in showcasing previously unknown Mandé performance traditions to other continents as well."
,3,4,N,
,4,4,HT,"In African Dawn, a young man called Naman complies with the French colonial rulers by fighting in the French Army only to be killed in Thiaroye in Senegal, in a dispute between West-African soldiers and white officers."
,5,4,N,
,6,4,HT,"Politically active in the African Democratic Rally, Keïta worked closely with Guinea's first president Sékou Touré from 1956, and in 1957 was elected to the Territorial Assembly."
,7,4,HT,"In 1961, Keïta was appointed minister for defense and security."
,8,4,HT,"He uncovered alleged plots against Sékou Touré, but was imprisoned in the infamous Camp Boiro, a prison he himself helped construct, for alleged complicity in the February 1969 Labé Plot, and was subjected to torture (""diète noire"" – complete food and fluid withdrawal)."
