before,after,paragraphIndex,annotation,sentences
,0,0,HT,Irma Urteaga (born 1929)  dead 02/14/2022 (92 years old) was a composer and pianist from Argentina.
,0,2,HT,"Irma Urteaga was born in San Nicholas, Buenos Aires."
,1,2,HT,"She began her studies in Paraná (Entre Ríos) and continued in Buenos Aires with Lucrecia María Madariaga Gilardi, Josefa Hernandorena and Jorge Fanelli for piano and Beatriz Gilardo Henandorena y Gilardi for harmony."
,2,2,HT,"She graduated in piano in 1959, and continued studying at the same school, graduating in composition in 1971."
,3,2,N,
,0,3,N,
,1,3,HT,She was Columbus Theatre International Master (1974–1977) and director of an Opera Workshop in 1984.
,2,3,HT,"She was hired by the Opera Foundation of Ecuador to organize the lyrics for performances in Quito, Guayaquil and Cuenca from 1986-1988."
,3,3,N,
,4,3,HT,"She has been Deputy Secretary (1973–1980), Second Vice President (1997–2000) and First Vice President (2001–2003) of the Argentina Association of Composers, Registrar of the Argentine Council of Music (CAMU, 1985–1993 and an Active Member of the United Composers of Argentina (CUDA, 1986–2005)."
,5,3,N,
,0,5,N,
,1,5,N,
,0,11,HT,"Expectation (1977), for soprano and mixed choir a capella"
,0,14,HM,"The Maldol (1987–1990) opera, libretto by Alberto González Liliana *Dimant and Ledo"
,0,16,HT,Variations on a Theme of Beatrice Sosnik (1997)
