before,after,paragraphIndex,annotation,sentences
,0,0,N,
,0,2,N,
,1,2,N,
,2,2,HT,"In 1992, he disbanded Johnny with an Eye to form The Verve Pipe with Brad, drummer Donny Brown and guitarist Brian Stout."
,3,2,N,
,0,3,HT,"The Verve Pipe's major label debut, Villains, featured the Vander Ark-penned single ""The Freshmen"", the group's highest-charting single and one of the most successful multi-format tracks of 1997."
,1,3,N,
,0,4,HT,"Brian Vander Ark released his first solo album, Resurrection, in May 2003."
,1,4,N,
,2,4,HT,"Vander Ark's second solo release, Angel, Put Your Face On, was released in May 2006, followed by a self-titled third record in January 2008, produced by Bill Szymczyk."
,3,4,HT,"Bill Szymczyk then produced Brian's followup, Magazine, in 2011."
,0,5,HT,"In 2016, Brian released an album of story songs with actor/songwriter Jeff Daniels."
,0,7,HT,Vander Ark acted in the film Rock Star in 2001.
,1,7,N,
,2,7,N,
,3,7,N,
,4,7,N,
,5,7,N,
,6,7,N,
,7,7,N,
,0,12,HT,"Rock Star – Ricki Bell, Blood Pollution Bassist (2001)"
,0,14,HT,Bullies on Vacation (short) – Steve Vanderlaan (2010)
,0,15,HT,House of the Rising Sun – Detective Jimmy LaGrange (2011)
,0,16,HT,Eden Shattered (short) – President Dave Pellaton (2011)
,0,24,HT,Simple Truths with Jeff Daniels (2016)
,0,26,N,
,0,34,HT,Night Three: Self Titled (2009)
,0,35,N,
,0,39,HT,"""Another American Down"" with Jeff Daniels (2016)"
,0,44,N,
,0,46,N,
