before,after,paragraphIndex,annotation,sentences
,0,0,HT,"Rune Larsen (born 8 August 1948) is a Norwegian journalist, singer, musician, record producer and television presenter."
,0,1,HT,He was born in Bergen.
,1,1,HT,"He made his stage debut in 1957, and his television debut in 1964."
,2,1,N,
,3,1,N,
,4,1,HT,"Larsen accepted, and released his first single with Teen Beats (""Cinderella/Y'arriva"") in October of the same year (Philips 353.264 PF)."
,5,1,N,
,6,1,N,
,7,1,HT,Larsen started working as a journalist in Bergens Arbeiderblad in 1967.
,8,1,N,
,9,1,HT,"He became involved in the YMCA in 1968, and was a devout Christian from 1969."
,10,1,HT,He did not leave music as he founded a choir in Bergen named Gospel.
,11,1,HT,"In July in the same year he also married nurse Edle Tornes, born 1947."
,12,1,N,
,13,1,HT,"With the choir, Larsen made his debut as a television presenter in 1970, in the Norwegian Broadcasting Corporation show Gospel synger gospels."
,14,1,HT,"In 1972, Larsen formed the gospel group Frisk Luft together with Kjell Fjalsett, Ivar Skippervold and Arnold Børud."
,15,1,HT,"The group formed by coincidence in 1972, when Larsen and Børud, performing at Hedmarktoppen, spotted the already-known Fjalsett and Skippervold in the audience and invited them onto the stage."
,16,1,N,
,17,1,N,
,18,1,HT,"Larsen's third television show aired from 1975, and was Hele menigheten synger, a copy of the Swedish Hela kyrkan sjunger."
,19,1,N,
,20,1,HT,Larsen had left the journalist job to become secretary for the YMCA in Trondheim from 1974.
,21,1,HT,"He held the same job in Bergen from 1976 to 1978 before returning to journalism, working in Bergens Tidende from 1978 to 1981."
,22,1,HT,"He still performed sporadically, trying himself in the national Melodi Grand Prix event with the song Robåtrock in 1977."
,23,1,HT,"In 1981, he founded the record company Noah."
,24,1,N,
,25,1,N,
,26,1,N,
,27,1,HT,In 1983 Larsen discovered later world-famous singer Sissel Kyrkjebø via the television show Syng med oss presented by Nils Abrahamsen.
,28,1,N,
,29,1,HT,In 1984 Larsen discovered Karoline Krüger.
,30,1,HT,"Larsen presented the show Lollipop from 1989, together with Trygve Thue, Tor Endresen and the backing band The Lollipops."
,31,1,N,
,32,1,N,
,33,1,HT,"Later shows during the 1990s were Scala, Casablanca (TV 2, 1992), Noteknekk, Larsen spesial and Absolutt norsk, the latter co-hosting with Jan Eggum."
,34,1,HT,"Another outing in Melodi Grand Prix came in 1993, when Larsen performed Det skulle vært sommer together with Helge Nilsen."
,35,1,HT,"In 1997, he released Nære ting with Tor Endresen."
,36,1,N,
,37,1,N,
