before,after,paragraphIndex,annotation,sentences
,0,0,HT,"Caterina Valente (born 14 January 1931) is an Italian-French multilingual singer, guitarist, dancer, and actress."
,1,0,N,
,2,0,HT,"While she is best known as a European performer, Valente also spent part of her career in the United States, where she performed alongside Bing Crosby, Dean Martin, Perry Como, and Ella Fitzgerald, among others."
,0,2,HT,"In 1955, she was featured on The Colgate Comedy Hour with Gordon MacRae."
,1,2,HT,"In 1958, she filmed the musical comedy Hier bin ich – hier bleib ich (Here I Am, Here I Stay) which featured a guest appearance by Bill Haley & His Comets."
,2,2,N,
,3,2,HM,"In the mid 1960s, Valente worked with Claus Ogerman and recorded material in both Italian and English that he arranged/conducted and/or composed on the Decca  and London  labels."
,4,2,HT,"Valente was a favorite of singer Perry Como, making eight guest appearances on his NBC Kraft Music Hall television program from 1961 to 1966."
,5,2,HT,"In 1964-65, she was co-host (with Carol Burnett and initially Bob Newhart) of The Entertainers, a CBS variety show."
,6,2,N,
,7,2,HT,"In Germany, she was a major performer of Schlager music."
,8,2,HT,"There, she recorded Cole Porter's I Love Paris under the German title Ganz Paris träumt von der Liebe, which sold more than 900,000 copies in 1954."
,9,2,HT,"Over the years, she has recorded or performed with many international stars, including Louis Armstrong, Chet Baker, Perry Como, Ella Fitzgerald, Benny Goodman, Woody Herman, Claus Ogerman, the Tommy Dorsey Orchestra, Sy Oliver, Buddy Rich and Edmundo Ros."
,10,2,HT,"In 1959, she was nominated for a Grammy Award."
,11,2,HT,Valente was a principal on the CBS variety series The Entertainers (1964–65).
,12,2,N,
,0,3,N,
,1,3,HT,"In 2001, she released a new album, Girltalk, with harpist Catherine Michel."
,2,3,N,
,0,4,HT,"In 2019 her song Bongo cha cha cha was included in the soundtrack of Spider-Man: Far from Home, directed by Jon Watts, suddenly becoming viral and risen to new popularity."
,1,4,N,
,0,6,HT,"Of Italian ancestry, Valente was born and raised in France, and is a French citizen."
,1,6,N,
,0,7,HT,"In 1952, Valente married German juggler Erik van Aro."
,1,7,HT,Their marriage was during Valente's initial years of career success.
,2,7,N,
,3,7,N,
,4,7,N,
,0,8,HT,"In 1972, Valente married British pianist Roy Budd."
,1,8,HT,"They had a son, Alexander, before divorcing in 1980."
,0,9,N,
,1,9,N,
,0,10,N,
,0,14,HT,"Olé Caterina, 1957, (Decca DL-8436)"
,0,15,HT,"Plenty Valente!, 1957, (Decca DL 8440)"
,0,19,N,
,0,24,HT,"Fire & Frenzy – Caterina Valente & Edmundo Ros Orchestra, 1960"
,0,30,HT,"Caterina Valente's Greatest Hits, 1965."
,1,30,N,
,0,32,HT,"Strictly U.S.A., (London LL 3307)"
,0,33,N,
,0,34,HT,"I Happen to Like New York, (London LL 3362)"
,0,35,N,
,1,35,N,
,0,36,N,
,0,38,N,
,1,38,N,
,0,43,N,
,0,45,N,
,0,47,HT,"Una Cita Con Caterina Valente (A Date With Caterina Valente), Polydor 24011, 10 inch LP"
,0,48,HT,"Olé, Caterina!, (Polydor 25019)"
,0,50,N,
,1,50,N,
,2,50,N,
,0,56,N,
,0,57,N,
,0,59,HT,"I Happen to Like New York, Decca LK 4630"
,0,60,HT,"Caterina Valente's Greatest Hits, 1965"
,0,61,N,
,1,61,N,
,0,63,N,
,0,67,HT,"Plenty Valente!, 1957."
,1,67,N,
,0,68,N,
,0,69,N,
,0,70,HT,"Weltschlager mit Caterina Valente, 1959."
,1,70,N,
,0,74,HT,"Caterina Valente & Edmundo Ros: Latein Amerikanische Rhythmen, DECCA BLK 16184-P"
,0,77,N,
,0,79,N,
,0,82,HT,"Happy Caterina, Decca SLK 16485-P"
,0,83,N,
,0,84,N,
,0,85,N,
,0,86,HT,"Caterina Valente & Edmundo Ros: Olé Mambo, 1969."
,1,86,N,
,0,87,HT,"Caterina Valente & Edmundo Ros: Latin together, Decca SLK 16849-P"
,0,88,N,
,0,89,HT,"The Best Of Caterina Valente, Polydor 184047"
,0,91,HT,"Ganz Paris träumt von der Liebe - Caterina Valente singt ihre Welterfolge, 1970."
,0,92,HT,"Bonjour Kathrin – Caterina Valente präsentiert ihre größten Erfolge, 1965"
,0,116,N,
,0,118,N,
,1,118,N,
,0,119,N,
,0,120,N,
,0,121,N,
,0,123,N,
,0,124,N,
,0,125,N,
,0,126,N,
,0,127,N,
,0,128,N,
