before,after,paragraphIndex,annotation,sentences
,0,0,HT,"Robert Alan Krasnow (July 20, 1934 – December 11, 2016) was an American record label executive and entrepreneur who had a long and successful career in the music industry."
,1,0,N,
,0,2,HT,"Robert Krasnow was born in Rochester, New York, to Ben Krasnow, a commercial artist (sign painter), and to the former Gertrude Goldstein from Hamilton, Ontario, Canada, both of Russian Jewish parentage."
,0,3,N,
,1,3,HT,"In the early 1960s, Krasnow founded MK Records, which released the novelty record ""Report To The Nation,"" a parody of the 1960 presidential campaign between John F. Kennedy and Richard M. Nixon."
,2,3,HT,"He ran the King Records branch office in San Francisco from 1958 to 1964 before moving to Warner Bros Records' R&B label Loma Records, which he headed from 1964 to 1966."
,3,3,HT,"He became vice president of Kama Sutra Records in Los Angeles in 1966, where he founded the Buddah Records subsidiary label."
,4,3,N,
,0,4,HM,"In 1968 Krasnow left the Kama Sutra/Buddah labels and founded Blue Thumb Records in Beverly Hills, California with producers Don Graham and Tommy LiPuma."
,1,4,N,
,2,4,N,
,3,4,N,
,4,4,N,
,0,5,HT,"Krasnow served as president of Blue Thumb until 1974, when he became vice president/talent acquisition for Warner Bros. Records, a role he held until 1983 when he was elevated to chairman and CEO of Elektra/Asylum/Nonesuch Records (later known as Elektra Entertainment)."
,1,5,N,
,2,5,HT,"Krasnow also became known for shelving projects such as Dee Snider's post-Twisted Sister outfit, Desperado, as detailed in Snider's 2012 autobiography, Shut Up and Give Me the Mic."
,3,5,HT,"Krasnow abruptly resigned from his position at Elektra in July 1994, the result of a bitter internal struggle within the Warner Music group during 1994-95 that also led to the departure of long-serving and highly respected Warner Bros. Records executives Mo Ostin and Lenny Waronker."
,4,5,N,
,5,5,HT,"In private life, Krasnow has been a member of board of directors of New York City Center (theater for independent choreography); a member of the board of directors and president's council of the Brooklyn Academy of Music; co-president of the French Music Office; national committee member of the March of Dimes; executive vice-president of the Paul Taylor Dance Company; and a member of board of directors of the Wadleigh School and a co-founder of the Rock and Roll Hall of Fame."
,6,5,HT,"Krasnow died on December 11, 2016 in Wellington, Florida."
,0,7,HT,Krasnow's honors include being named the T.J. Martell Foundation Cancer Research Man of the Year in 1984 and 1989; Nordoff-Robbins Music Therapy honoree in 1989; and recipient of the Ellis Island Medal of Honor in 1992.
