before,after,paragraphIndex,annotation,sentences
,0,0,HT,"Adam Paul Tinley (born 4 December 1967), known professionally as Adamski, as well as Sonny Eriksson, is an English DJ, musician, singer and record producer, prominent at the time of acid house for his tracks ""N-R-G"" and ""Killer"", a collaboration with Seal, which was a No. 1 song in the UK in 1990."
,0,2,HT,"Tinley was born in Lymington, Hampshire, England."
,1,2,HT,"As a youngster, influenced by punk rock and John Peel, he formed his first band The Stupid Babies when he was 11 and living in New Forest in England."
,2,2,N,
,3,2,HT,"""Everyone thought that was a really precocious and strange thing for an 11 year-old to do,"" Adamski recalls ""but I just thought that's what everybody did""."
,4,2,N,
,5,2,N,
,6,2,N,
,7,2,N,
,8,2,N,
,9,2,HM,"In March 1989, Adamski was booked for his first solo gig at Le Petit Prince Restaurant in Kentish Town, run by his manager Phil Smith."
,10,2,HT,"Lenny D, promoter of nightclub Heaven, happened to be walking past, and was convinced by Smith to book Adamski for an all-dayer at Heaven."
,11,2,N,
,12,2,HT,"Within a few weeks, Adamski was playing to 8,000 people at Sunrise Festival at Santa Pod Raceway and, after a bidding war, signed to MCA Records, producing the first rave record on MCA called Liveandirect."
,0,4,N,
,1,4,N,
,2,4,N,
,0,5,HT,"The album, Adamski's Thing, was issued in late 1998 on Trevor Horn's ZTT Records label, recorded at Adrian Sherwood’s On-U Sound studios."
,1,5,HT,"The style followed the trend started with his 1992 album Naughty, with guitars, strings, raw vocals and introspective lyrics, but maintaining a rhythmic dance sensibility."
,2,5,N,
,3,5,N,
,4,5,HT,"In 2007, he released a remake of The Pop Group's 1979 single ""We Are All Prostitutes"" with Mark Stewart which appeared on a number of compilations."
,5,5,HT,"His single ""ApeX"" was released on Kitsuné Music in 2006."
,6,5,HT,"In 2009, he began to release more material on Shir Khan's record label."
,0,8,N,
,0,9,HT,Doctor Adamski's Musical Pharmacy (1990) – UK No. 8
,0,11,HT,Adamski vs The Sentinels (1993)
,0,23,HT,"Miss Kittin and The Hacker – ""Stock Exchange"" (2003)"
,0,25,HT,"ESKA – ""She's in the Flowers"" (2015)"
