before,after,paragraphIndex,annotation,sentences
,0,0,HT,"Jack N. Johnson, known as Big Jack Johnson (July 30, 1939 or 1940 – March 14, 2011) was an American electric blues musician, one of the ""present-day exponents of an edgier, electrified version of the raw, uncut Delta blues sound."""
,1,0,N,
,2,0,HT,He won a W. C. Handy Award in 2003 for best acoustic blues album.
,0,2,HT,"Johnson was born in Lambert, Mississippi, in 1940, one of 18 children in his family."
,1,2,N,
,2,2,N,
,3,2,N,
,4,2,HT,"Johnson was nicknamed ""The Oil Man"", because of his day job as a truck driver for Shell Oil."
,5,2,N,
,0,3,N,
,1,3,HT,"In 1962, Johnson, Sam Carr and Frank Frost formed the Jelly Roll Kings and the Nighthawks, in which Johnson played bass, releasing two albums, Hey Boss Man (1962) and My Back Scratcher (1966)."
,2,3,HT,"Johnson's first recordings as a vocalist are on the 1979 album Rockin' the Juke Joint Down, issued by Earwig Music."
,3,3,N,
,4,3,HT,"Johnson's first solo album, The Oil Man, including the song ""Catfish Blues"", was released by Earwig in 1987."
,5,3,N,
,0,4,N,
,1,4,N,
,2,4,N,
,3,4,N,
,0,5,HT,"Johnson died from an undisclosed illness on March 14, 2011."
,1,5,HT,"According to family members, he had struggled with health problems in his final years, worsening to the point that there were erroneous reports of his death in the days leading up to it."
,2,5,HT,Johnson was posthumously honored with a plaque on the Clarksdale Walk of Fame in August 2011.
,3,5,N,
,0,10,N,
