before,after,paragraphIndex,annotation,sentences
,0,0,HT,Peter Andreas Morén (born 5 May 1976) is a Swedish musician.
,1,0,N,
,2,0,N,
,0,1,N,
,1,1,N,
,2,1,N,
,0,2,HM,"In 1999, when Morén was studying film science in Stockholm, he met John Eriksson at a party and they began discussing the comic Phantom and indie rock band Lilys."
,1,2,N,
,2,2,HT,"During this period, Morén had also joined The Plan, playing bass on their 2001 self-titled debut album."
,3,2,HT,"However, in 2002 he decided to leave the group to concentrate on Peter Bjorn and John's first record."
,4,2,HT,"Morén has released four solo albums; in April 2008 he released a solo album in English, The Last Tycoon followed in 2010 by the Swedish-language I Spåren Av Tåren."
,5,2,HT,"His third solo album, Pyramiden, was released in late 2012 and is named after the ghost town of Pyramiden as well as referring to the pyramid as a tomb and to abstract concepts such as pyramid schemes."
,6,2,N,
,7,2,N,
,8,2,HT,"In early 2017 he released another solo album, 40, featuring multiple collaborations and covers."
,9,2,HT,"In 2019, he paired up with fellow Swedish pop songwriter David Shutrick to release the collaborative EP En Åldrande Befolkning."
,10,2,N,
,11,2,N,
,0,3,N,
,1,3,HT,"Since 2012, Morén has begun to release a series of EPs featuring English translations and rewritings of his most popular Swedish-language songs, including 'Say My Name', 'Esther' and 'The Odyssey'."
,2,3,N,
,0,10,HT,En Åldrande Befolkning (with David Shutrick) (2019)
,0,20,HT,Rytmen I Blodet / Mitt Bästa Porslin (2016)
,0,22,HT,100 År (with David Shutrick) (2019)
,0,23,HT,Oljud (with David Shutrick) (2019)
