before,after,paragraphIndex,annotation,sentences
,0,0,HT,"Drew Lustman, also known as FaltyDL, is an American, New York-based record producer and electronic musician originally from New Haven, Connecticut."
,1,0,HT,"In November 2008, he signed with electronic music label Planet Mu, who released his first two full-length albums, Love Is A Liability (2009) and You Stand Uncertain (2011)."
,2,0,HT,"In January 2011, he signed with London-based label Ninja Tune, who released Atlantis (2011) and the single Straight & Arrow (2012), which features a remix by Four Tet."
,3,0,HT,"His third album, Hardcourage, was co-released on January 21, 2013 through Ninja Tune and his own record label, Blueberry Records."
,4,0,N,
,5,0,HT,His fourth album In the Wild (2014) was also released by Ninja Tune.
,6,0,HT,In 2015 he released The Crystal Cowboy under his own name for Planet Mu Records.
,7,0,HT,In Fall 2016 he released his latest full-album Heaven Is for Quitters exclusively through Blueberry Records.
,8,0,HT,"His current newest release is If All the People Took Acid - EP, released January 2019."
,9,0,HT,"FaltyDL has remixed tracks for notable acts, including Seun Kuti, Mount Kimbie, The xx, Scuba, Photek, Anthony Shake Shakir, and opened for Radiohead's show at Roseland Ballroom in September 2011."
,10,0,N,
,0,27,N,
,0,33,HT,"""Closer"" by Vondelpark (band) (R&S Records, 2014)"
,0,34,N,
,0,36,N,
,1,36,HT,Rosie Lowe) (2016)
