before,after,paragraphIndex,annotation,sentences
,0,0,HM,"T-DJ Milana (Julia Igorevna Rysina; born February 12, 1989 in Lugansk) is a Ukrainian DJ, composer, dancer and model, best known for performing in top-less in her sets."
,0,2,HT,"Julia Rysina was born on February 12, 1989 in Lugansk."
,1,2,HT,"Until 2007, she had been engaged in the modeling business, but then she moved to Kharkiv, where she began her career of a topless DJ at the MISTO club and formed the Quattro Hand's Stuff project together with DJ Viniloff."
,2,2,HT,"In 2009, T-Dj Milana started a two-month tour of the clubs in Bulgaria, Croatia and Macedonia, after which she was invited as a special guest on the talk show The Late Show with Azis."
,3,2,HM,"In 2010, she presented her first track ""Feel, Real"" and its video clip, and also organized a week tour in Indonesia and repeated tours in Bulgaria and Russia."
,4,2,HT,"By 2011, Julia's single was used and supported by a number of famous DJs, so Paul Oakenfold used it in his episode 094"
,5,2,N,
,0,3,HT,"In 2013-2014, DJ Milana twice participated in the TV show ""Says Ukraine"" on the ""Ukraine"" channel."
,1,3,HT,"In the August of the same year, Milana made a performance on the island of Ibiza in Spain for the first time, where she immediately received the status of a resident of a major boat party ""Oceanbeat Ibiza""."
,2,3,HT,"Also in 2013, Julia starred in the video for the song ""Gimme some more"" by the Bulgarian singer Valya."
,3,3,N,
