before,after,paragraphIndex,annotation,sentences
,0,0,HT,"Louise Goffin (born March 23, 1960) is an American singer-songwriter and multi-instrumentalist and producer of the Grammy-nominated album A Holiday Carole."
,1,0,HT,"Signed by record executive Lenny Waronker to DreamWorks in 1999, Goffin released Sometimes a Circle in 2002."
,2,0,HT,"She went on to release five albums, an EP, and several singles independently through her own label Majority Of One Records, which was launched May 2008."
,3,0,N,
,0,2,N,
,1,2,HT,"At the age of 14 she and her sister, Sherry, provided vocals for the song ""Nightingale"", on her mother Carole King's album Wrap Around Joy, which was released in 1974."
,2,2,HT,She also sang backing vocals on Carole King's 1975 release Really Rosie and her 1977 release Simple Things.
,3,2,HT,"At Los Angeles' University High School's Interdisciplinary Program School (1975), she used the name Lakshme."
,4,2,N,
,0,4,HT,Goffin's debut public performance was opening for Jackson Browne at the Troubadour when she was 17 years old.
,1,4,HT,"Her debut album Kid Blue, produced by Danny Kortchmar, was released on Elektra Records in 1979."
,0,5,N,
,1,5,HT,She lived in England in 1984–1994 and made two records while signed to WEA.
,2,5,N,
,3,5,HM,"The following UK album was recorded 1990-1 at Astoria Studios, a houseboat, built in 1911 for and once owned by impresario Fred Karno, now a recording studio owned by David Gilmour of Pink Floyd."
,4,5,N,
,0,6,HT,"In 2002 Goffin released the album Sometimes a Circle, produced by Greg Wells through the DreamWorks label."
,1,6,HT,"In 2008, Goffin launched her own label Majority Of One Records to put out her first independent release, the eight-song Bad Little Animals."
,2,6,N,
,3,6,HT,"Her album All These Hellos, co-produced with Dave Way and featuring performances by Chris Difford from Squeeze, Rufus Wainwright, Van Dyke Parks and Billy Harvey, was released in fall 2018."
,4,6,HT,"Her subsequent album Two Different Movies, released in 2020, was also co-produced by Dave Way and featured contributions from Billy Harvey, Van Dyke Parks, Benmont Tench, and Greg Leisz."
,5,6,N,
,6,6,N,
,7,6,HT,"Goffin didn't realize how popular the show was until many years later, but embraced its impact and appeared at the Gilmore Girls Fan Fest."
,0,8,N,
,1,8,HT,"Goffin co-wrote all three original songs ""New Year's Day"", ""Christmas Paradise"", and ""Christmas In The Air""."
,2,8,N,
,3,8,N,
,4,8,N,
,5,8,N,
,6,8,HT,She went on to play guitar on tour with Tears for Fears in 1997.
,7,8,N,
,8,8,HT,"In 2018, she and co-host Paul Zollo launched the podcast The Great Song Adventure, where they interview notable songwriters and other music industry influencers."
,9,8,HT,"In 2020, Goffin launched her own songwriter interview podcast called Song Chronicles."
,10,8,N,
,0,12,HT,Louise Goffin – 1981 – (Elektra/Asylum) – Artist/Songwriter
,0,22,HT,Carole King : A Holiday Carole – 2011 – (Concord) Co-writer/ Producer
,0,26,HT,Revenge (ft. Skylar Gudasz) / Bird of Paradise – 2017 – (Majority Of One)
,0,28,HT,New Year's Day (ft. Billy Valentine) – 2017 – (Majority Of One)
,0,30,HT,All These Hellos (ft. Billy Harvey) – 2018 – (Majority Of One)
,0,35,HT,Oh My God (ft. Van Dyke Parks) – 2020 – (Majority Of One)
,0,37,HT,The Mistress of Killer Riley James – 2021 – (Majority Of One)
