before,after,paragraphIndex,annotation,sentences
,0,0,HT,"Ross Shor Lynch (born December 29, 1995) is an American singer, songwriter, musician, and actor."
,1,0,N,
,2,0,N,
,0,1,HT,"In 2017, Lynch branched into film, starring in the biopic My Friend Dahmer, where he played a teenage Jeffrey Dahmer."
,1,1,HT,"In 2018, Lynch also starred in Status Update, playing the character of Kyle."
,2,1,HT,"Between 2018 and 2020, Lynch starred as Harvey Kinkle on the Netflix television series Chilling Adventures of Sabrina."
,0,3,HT,"Lynch was born and raised in the Denver suburb of Littleton, Colorado."
,1,3,N,
,2,3,N,
,3,3,N,
,4,3,HT,Lynch and his family moved to Los Angeles in 2007.
,0,6,HT,Lynch made a cameo appearance in the 2014 film Muppets Most Wanted.
,1,6,HT,"In 2016, he voiced the role of Piers in the English dub of the animated French adventure film Snowtime!"
,2,6,N,
,3,6,HT,"Lynch starred as Mark Anthony in the Hollywood Bowl's production of A Chorus Line, which ran for three performances over the weekend of July 29, 2016."
,4,6,N,
,5,6,HT,"In May 2016, it was announced that Lynch would be starring in his feature film debut, Status Update, a comedy that began filming in Vancouver in June and wrapped in July 2016."
,6,6,N,
,7,6,HT,"In July, he was cast as a teenage Jeffrey Dahmer in My Friend Dahmer, a film based on the 2012 graphic novel of the same name by Derf Backderf."
,0,8,N,
,1,8,HT,"So You Think You Can Dance and Moises Rules!, and in the 2010 short film Grapple."
,2,8,N,
,3,8,N,
,0,9,HT,"In early 2011, Lynch was cast in the pilot for the Disney Channel sitcom Austin & Ally, playing the lead male role of Austin Moon, a teenage singer who becomes an overnight sensation after a music video featuring him performing is uploaded to the Internet."
,1,9,N,
,2,9,N,
,3,9,N,
,4,9,N,
,5,9,HT,"In early 2012, Lynch began working on the Disney Channel Original Movie Teen Beach Movie, playing the male lead role, Brady."
,6,9,HT,"The film was directed by Jeffrey Hornaday and premiered July 19, 2013, earning around 8.4 million viewers."
,7,9,HT,"Lynch also starred in the sequel, Teen Beach 2, which premiered on the Disney Channel on June 26, 2015, earning 7.5 million total viewers."
,8,9,HT,"In 2018, Lynch was cast as Sabrina Spellman's boyfriend Harvey Kinkle on Netflix's television series Chilling Adventures of Sabrina, based on the comic book series of the same name."
,0,11,N,
,1,11,HT,"He has danced for the Rage Boyz Crew, a group founded by a dance company in Southern California."
,2,11,HT,"His debut single, ""A Billion Hits"", was released on April 2, 2012."
,3,11,HT,"On July 13, 2012, Lynch released his second soundtrack single, ""Heard It on the Radio"", which reached number 196 on UK Singles Chart."
,4,11,N,
,5,11,HT,"He sang all 14 songs for the TV show's soundtrack, which was released on September 12, 2012."
,6,11,N,
,7,11,N,
,8,11,N,
,9,11,HT,"He recorded songs for his film Teen Beach Movie, which was the fourth best-selling soundtrack of 2013 in the United States with 407,000 copies sold for the year."
,10,11,N,
,11,11,HT,"In 2015, Lynch recorded songs for his film Teen Beach 2, which debuted at number 10 on the Billboard Top 200."
,12,11,HT,"In 2016, Lynch contributed vocals to Tritonal's song ""I Feel the Love"" from their forthcoming album Painting With Dreams."
,0,13,N,
,1,13,N,
,2,13,N,
,3,13,N,
,4,13,N,
,5,13,N,
,6,13,N,
,7,13,N,
,8,13,N,
,9,13,N,
,10,13,N,
,11,13,N,
,12,13,N,
,13,13,N,
,14,13,HT,"On March 2, it was reported that the Driver Era would be a band consisting only of Ross and Rocky."
