before,after,paragraphIndex,annotation,sentences
,0,0,HT,"Raymond Emile Poole (born July 4, 1965) better known by his stage name Mo B. Dick is an American rapper, singer, and music producer."
,1,0,HT,"He is a founding member of the production team the Medicine Men (formerly Beats by the Pound), which produced most of No Limit Records' releases from 1995 to 1999."
,2,0,N,
,3,0,HT,Mo B. Dick's own repertoire lists his production credits on over 170 recordings and has his own record label Out The Box Xploitations.
,4,0,HT,"Currently Mo B. Dick is working on projects for his new imprints, Out The Box Xploitaions & OnHer and iNHer iNHerTainment, 8Ball and MJG, Mystikal, Tha Dogg Pound, T.I., Fiend, Gangsta Boo, OJ Da Juiceman, David Banner, Frayser Boy, DJ Burn One and the Five Points Bakery, and producing songs for various movie soundtracks, TV shows, and video games."
,0,2,N,
,1,2,N,
,2,2,N,
,0,3,N,
,1,3,N,
,0,8,HT,In the mid-1990s Mo B. Dick signed as an artist to his cousin Master P's label No Limit Records and also joined as a member in the production team Beats by the Pound.
,1,8,HT,"On April 13, 1999, Mo B. Dick would release his debut album, Gangsta Harmony; the album peaked at No. 66 on the Billboard 200 and No. 16 on the Top R&B/Hip-Hop Albums charts."
,2,8,HT,"Also in 1999, along with Beats by the Pound's lead producers, Mo B. Dick, KLC, Craig B and Odell, disbanded from No Limit Records and changed their name to The Medicine Men and record label Overdose Entertainment."
,0,10,HT,"After taking a break from his music career to focus on producing, on January 13, 2009 Mo B. Dick released his second album in over 10 years, entitled Perverted XXXcursions."
,0,11,HT,"On April 1, 2014, Mo B. Dick released his third album, entitled li se Sa li yE via his label OTBX, LLC."
