before,after,paragraphIndex,annotation,sentences
,0,0,HT,"Dame Fanny Waterman  (22 March 1920 – 20 December 2020) was a British pianist and academic piano teacher, who is particularly known as the founder, chair and artistic director of the Leeds International Piano Competition."
,1,0,N,
,0,2,HT,"Waterman was born in Leeds to Mary (née Behrmann) and Myer Waterman (né Wasserman), a Russian Jew who had emigrated to England to work as a jeweller."
,1,2,N,
,2,2,N,
,3,2,HT,"She started giving public performances, and in 1941 opened the concert season in Leeds with the Leeds Symphony Society."
,4,2,HT,"The following year, she appeared at The Proms as one of the soloists playing the Bach Concerto for three harpsichords in C major (BWV 1064), conducted by Sir Adrian Boult, but her concert career was disrupted by the Second World War."
,5,2,N,
,0,4,HT,"By the early 1960s, Waterman felt that young British pianists needed a goal to give them a competitive edge over overseas pianists."
,1,4,HT,"In 1961, jointly with her pianist friend Marion, Countess of Harewood (later Marion Thorpe), and Roslyn Lyons,  she founded the Leeds International Piano Competition."
,2,4,HT,"She was artistic director of the competition and, from 1981, chair of the competition jury, holding the posts until 2015."
,3,4,N,
,4,4,N,
,0,6,N,
,1,6,HT,"She held strong views on piano pedagogy in the UK, blaming electronic keyboards, interruptive mobile phones and insufficient discipline for what she perceived as the country's weakness in generating top-class performers."
,2,6,N,
,3,6,N,
,4,6,HT,She co-wrote Piano Competition: The Story of the Leeds with Wendy Thompson (1990).
,5,6,HT,"Her autobiography, My Life in Music, was published in 2015."
,6,6,HT,"She was Director of the Postgraduate Certificate in Advanced Piano Performance at Leeds College of Music until 2006, and a patron of The Purcell School for Young Musicians."
,7,6,HT,She served as honorary vice-president of the British Society of Women Musicians and honorary president of the Harrogate International Festivals from 2009.
,0,8,HT,"In 1944, she married Geoffrey de Keyser, a doctor, and in 1950, with the arrival of her first child, gave up her concert career and concentrated on teaching."
,1,8,HT,They had two sons; Paul de Keyser became a musician and music author.
,2,8,HT,Geoffrey de Keyser died in 2001.
,3,8,HT,She was a guest for BBC Radio Four's Desert Island Discs in July 2010.
,4,8,HT,"Although then aged 90, she was still teaching masterclasses and continued to be involved with every detail of the Leeds competition."
,5,8,HT,"""They call me Field Marshal Fanny"" she said, ""I am a busy breeches."
,6,8,HT,"""She donated her papers and memorabilia to the library of the University of Leeds in November 2017."
,7,8,HT,Waterman turned 100 on 22 March 2020.
,8,8,HT,She died at a care home in Ilkley on 20 December 2020.
,0,10,HT,"Waterman was appointed OBE in 1971, CBE in 2001 and DBE in the 2005 New Year Honours."
,1,10,HT,"She was also awarded the degree of Doctor of Music (DMus) honoris causa by the University of Leeds in 1992, and also received honorary degrees from Leeds Metropolitan University and the University of York."
,2,10,HT,"Her contribution to the city of Leeds was further recognised in April 2006, when she was given the Freedom of the City."
