before,after,paragraphIndex,annotation,sentences
,0,0,HT,"Sol Seppy is the stage name of Sophie Michalitsianos (born December 31, 1980), an English singer, songwriter and musician."
,0,2,HT,"Michalitsianos was born in Wimbledon, England and grew up in Australia and Greece."
,1,2,N,
,2,2,HM,"At the age of 23, Michalitsianos moved to the United States at the invitation of Mark Linkous, where she performed on the albums Good Morning Spider"
,3,2,N,
,4,2,N,
,5,2,N,
,6,2,HT,"On April 10, 2006, she released her debut album The Bells of 1 2 on Grönland Records/Rough Trade."
,7,2,N,
,8,2,N,
,0,4,HT,Michalitsianos lives in New York.
