before,after,paragraphIndex,annotation,sentences
,0,0,HT,"Robert June Ward, Sr."
,1,0,N,
,2,0,N,
,3,0,N,
,0,2,HT,"Born in Luthersville, Georgia, he moved to Dayton, Ohio in 1960 and formed the Ohio Untouchables."
0.0,1,2,HM,"Born in Luthersville, Georgia, he moved to Dayton, Ohio in 1960 and formed the Ohio Untouchables. The group released several singles on LuPine including ""Your Love Is Amazing"" which would become one of Ward's signature songs."
,2,2,HT,"They also recorded the guitar workout, ""Forgive Me Darling"", which was loosely modelled on Bo Diddley's, ""I'm Sorry""."
,3,2,HT,Ward left the group in 1965.
,4,2,HT,"He moved to the Detroit area, actually residing in Toledo, Ohio, and released singles under his name in the late 1960s."
,5,2,HT,"He disappeared from the music scene in the 1970s, after working as a session player for Motown."
,6,2,HT,"In 1977, both his wife and mother died, and Ward relocated to Grantville, Georgia."
,7,2,HT,In the early 1990s he returned to the spotlight.
,8,2,HT,He was rediscovered by Black Top Records and released his first solo album Fear No Evil in 1991.
,9,2,N,
,10,2,HT,He released two more albums in the next four years for the label.
,11,2,HT,"In the mid-1990s he did limited touring, including a date in Minneapolis with Curtis Obeda and The Butanes, and several dates in Michigan including Kalamazoo, Three Rivers and Grand Rapids."
,12,2,HT,"After the label went defunct in the late 1990s, WRKR Kalamazoo blues DJ Marty Spaulding, who Robert had appointed his manager, arranged a recording contract with Delmark Records to release New Role Soul in 2000."
,13,2,HT,"In his last years he had health problems, including two strokes, which prevented him from performing or recording."
,0,3,HT,"On December 25, 2008, Ward died at his home in Dry Branch, Georgia."
