before,after,paragraphIndex,annotation,sentences
,0,0,HT,"Sarah Brendel is a Folk/Pop singer from Dresden, Germany."
,1,0,HT,"She has achieved success in Germany and internationally, releasing an album with Franklin, Tennessee-based Inpop Records in 2005."
,2,0,HT,"Her song ""Be With You"" spent two weeks on the German singles chart in 2002 and peaked at No. 86."
,3,0,N,
,4,0,N,
,5,0,N,
,0,1,N,
,1,1,HT,"In 2008 Norman recorded his two last songs with her: ""Back to the Dust"" and ""Walking Backwards"" appear on Brendel's record Early Morning hours."
,2,1,N,
,3,1,N,
,0,5,HT,"""Fire"" (Inpop, 2005)Songs in other projectsIn Love with Jesus (box set), ""Gott Sieht Unsere Tränen"" (Gerth Medien, 2005)"
