before,after,paragraphIndex,annotation,sentences
,0,0,N,
,1,0,N,
,2,0,HT,"Moein was born in Najafabad, a city in Isfahan Province of Iran."
,0,1,HT,"He began his artistic caree as a radio singer and released several albums before Miparastam in 1983, which was his first album to be widely noticed in Iran."
,1,1,N,
,2,1,HT,"In recent years, Moein has become widely acclaimed in Iran and he has played concerts all around the globe."
,3,1,N,
,4,1,N,
,0,8,HT,Golhaye Ghorbat  (with Hayedeh) (1987)
,0,11,HT,Sobhet Bekheir Azizam (1989)
,0,12,HT,Esfahan  (with Faezeh) (1990)
,0,27,HT,"""Bachehaye Alborz"" (Khoone Siavash) (2011)"
,0,32,HT,"""Parandeh"" (featuring Siavash Ghomayshi) (2013)"
,0,42,HT,"""Che Sali Beshe Emsal"" (2016)"
